"woj","suma","w_0_4","w_5_14","w_15_64","w_65","dni","miesiac","rok","tydz","numer"
"Śląskie",0,0,0,0,0,"8-15","kwiecień",2019,14,"4B"
"Świętokrzyskie",0,0,0,0,0,"8-15","kwiecień",2019,14,"4B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","kwiecień",2019,14,"4B"
"Wielkopolskie",0,0,0,0,0,"8-15","kwiecień",2019,14,"4B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","kwiecień",2019,14,"4B"
"Dolnośląskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Lubelskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Lubuskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Łódzkie",1,0,0,1,0,"16-22","kwiecień",2019,15,"4C"
"Małopolskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Mazowieckie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Opolskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Podkarpackie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Podlaskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Pomorskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Śląskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Świętokrzyskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Wielkopolskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","kwiecień",2019,15,"4C"
"Dolnośląskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Lubelskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Lubuskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Łódzkie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Małopolskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Mazowieckie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Opolskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Podkarpackie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Podlaskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Pomorskie",1,0,0,1,0,"23-30","kwiecień",2019,16,"4D"
"Śląskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Świętokrzyskie",1,0,0,0,1,"23-30","kwiecień",2019,16,"4D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Wielkopolskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Zachodniopomorskie",0,0,0,0,0,"23-30","kwiecień",2019,16,"4D"
"Dolnośląskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Lubelskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Lubuskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Łódzkie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Małopolskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Mazowieckie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Opolskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Podkarpackie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Podlaskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Pomorskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Śląskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Świętokrzyskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Wielkopolskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","maj",2019,17,"5A"
"Dolnośląskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Lubelskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Lubuskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Łódzkie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Małopolskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Mazowieckie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Opolskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Podkarpackie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Podlaskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Pomorskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Śląskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Świętokrzyskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Wielkopolskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","maj",2019,18,"5B"
"Dolnośląskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Lubelskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Lubuskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Łódzkie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Małopolskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Mazowieckie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Opolskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Podkarpackie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Podlaskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Pomorskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Śląskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Świętokrzyskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Wielkopolskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","maj",2019,19,"5C"
"Dolnośląskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Lubelskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Lubuskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Łódzkie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Małopolskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Mazowieckie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Opolskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Podkarpackie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Podlaskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Pomorskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Śląskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Świętokrzyskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Wielkopolskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","maj",2019,20,"5D"
"Dolnośląskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Lubelskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Lubuskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Łódzkie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Małopolskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Mazowieckie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Opolskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Podkarpackie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Podlaskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Pomorskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Śląskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Świętokrzyskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Wielkopolskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","czerwiec",2019,21,"6A"
"Dolnośląskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Lubelskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Lubuskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Łódzkie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Małopolskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Mazowieckie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Opolskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Podkarpackie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Podlaskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Pomorskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Śląskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Świętokrzyskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Wielkopolskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","czerwiec",2019,22,"6B"
"Dolnośląskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Lubelskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Lubuskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Łódzkie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Małopolskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Mazowieckie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Opolskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Podkarpackie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Podlaskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Pomorskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Śląskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Świętokrzyskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Wielkopolskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","czerwiec",2019,23,"6C"
"Dolnośląskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Lubelskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Lubuskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Łódzkie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Małopolskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Mazowieckie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Opolskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Podkarpackie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Podlaskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Pomorskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Śląskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Świętokrzyskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Wielkopolskie",0,0,0,0,0,"23-30","czerwiec",2019,24,"6D"
"Zachodniopomorskie",1,0,0,0,1,"23-30","czerwiec",2019,24,"6D"
"Dolnośląskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Lubelskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Lubuskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Łódzkie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Małopolskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Mazowieckie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Opolskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Podkarpackie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Podlaskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Pomorskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Śląskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Świętokrzyskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Wielkopolskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","lipiec",2019,25,"7A"
"Dolnośląskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Lubelskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Lubuskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Łódzkie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Małopolskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Mazowieckie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Opolskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Podkarpackie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Podlaskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Pomorskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Śląskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Świętokrzyskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Wielkopolskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","lipiec",2019,26,"7B"
"Dolnośląskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Lubelskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Lubuskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Łódzkie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Małopolskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Mazowieckie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Opolskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Podkarpackie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Podlaskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Pomorskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Śląskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Świętokrzyskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Wielkopolskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","lipiec",2019,27,"7C"
"Dolnośląskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Lubelskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Lubuskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Łódzkie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Małopolskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Mazowieckie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Opolskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Podkarpackie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Podlaskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Pomorskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Śląskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Świętokrzyskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Wielkopolskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","lipiec",2019,28,"7D"
"Dolnośląskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Lubelskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Lubuskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Łódzkie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Małopolskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Mazowieckie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Opolskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Podkarpackie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Podlaskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Pomorskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Śląskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Świętokrzyskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Wielkopolskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","sierpień",2019,29,"8A"
"Dolnośląskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Lubelskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Lubuskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Łódzkie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Małopolskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Mazowieckie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Opolskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Podkarpackie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Podlaskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Pomorskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Śląskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Świętokrzyskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Wielkopolskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","sierpień",2019,30,"8B"
"Dolnośląskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Lubelskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Lubuskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Łódzkie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Małopolskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Mazowieckie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Opolskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Podkarpackie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Podlaskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Pomorskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Śląskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Świętokrzyskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Wielkopolskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","sierpień",2019,31,"8C"
"Dolnośląskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Lubelskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Lubuskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Łódzkie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Małopolskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Mazowieckie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Opolskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Podkarpackie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Podlaskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Pomorskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Śląskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Świętokrzyskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Wielkopolskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","sierpień",2019,32,"8D"
"Dolnośląskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Lubelskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Lubuskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Łódzkie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Małopolskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Mazowieckie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Opolskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Podkarpackie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Podlaskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Pomorskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Śląskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Świętokrzyskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Wielkopolskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","wrzesień",2019,33,"9A"
"Dolnośląskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Lubelskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Lubuskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Łódzkie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Małopolskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Mazowieckie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Opolskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Podkarpackie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Podlaskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Pomorskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Śląskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Świętokrzyskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Wielkopolskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","wrzesień",2019,34,"9B"
"Dolnośląskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Lubelskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Lubuskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Łódzkie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Małopolskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Mazowieckie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Opolskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Podkarpackie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Podlaskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Pomorskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Śląskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Świętokrzyskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Wielkopolskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","wrzesień",2019,35,"9C"
"Dolnośląskie",0,0,0,0,0,"23-30","wrzesień",2019,36,"9D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-30","wrzesień",2019,36,"9D"
"Lubelskie",0,0,0,0,0,"23-30","wrzesień",2019,36,"9D"
"Lubuskie",0,0,0,0,0,"23-30","wrzesień",2019,36,"9D"
"Łódzkie",0,0,0,0,0,"23-30","wrzesień",2019,36,"9D"
"Małopolskie",0,0,0,0,0,"23-30","wrzesień",2019,36,"9D"
"Mazowieckie",0,0,0,0,0,"23-30","wrzesień",2019,36,"9D"
"Opolskie",0,0,0,0,0,"23-30","wrzesień",2019,36,"9D"
"Podkarpackie",0,0,0,0,0,"23-30","wrzesień",2019,36,"9D"
"Podlaskie",0,0,0,0,0,"23-30","wrzesień",2019,36,"9D"
