"woj","suma","w_0_4","w_5_14","w_15_64","w_65","dni","miesiac","rok","tydz","numer"
"Dolnośląskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Lubelskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Lubuskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Łódzkie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Małopolskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Mazowieckie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Opolskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Podkarpackie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Podlaskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Pomorskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Śląskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Świętokrzyskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Wielkopolskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","pażdziernik",2011,39,"10C"
"Dolnośląskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Lubelskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Lubuskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Łódzkie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Małopolskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Mazowieckie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Opolskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Podkarpackie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Podlaskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Pomorskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Śląskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Świętokrzyskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Wielkopolskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","pażdziernik",2011,40,"10D"
"Dolnośląskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Lubelskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Lubuskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Łódzkie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Małopolskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Mazowieckie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Opolskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Podkarpackie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Podlaskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Pomorskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Śląskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Świętokrzyskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Wielkopolskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","listopad",2011,41,"11A"
"Dolnośląskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Lubelskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Lubuskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Łódzkie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Małopolskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Mazowieckie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Opolskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Podkarpackie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Podlaskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Pomorskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Śląskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Świętokrzyskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Wielkopolskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","listopad",2011,42,"11B"
"Dolnośląskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Lubelskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Lubuskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Łódzkie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Małopolskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Mazowieckie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Opolskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Podkarpackie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Podlaskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Pomorskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Śląskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Świętokrzyskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Wielkopolskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","listopad",2011,43,"11C"
"Dolnośląskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Lubelskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Lubuskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Łódzkie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Małopolskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Mazowieckie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Opolskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Podkarpackie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Podlaskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Pomorskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Śląskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Świętokrzyskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Wielkopolskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Zachodniopomorskie",0,0,0,0,0,"23-30","listopad",2011,44,"11D"
"Dolnośląskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Lubelskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Lubuskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Łódzkie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Małopolskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Mazowieckie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Opolskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Podkarpackie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Podlaskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Pomorskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Śląskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Świętokrzyskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Wielkopolskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","grudzień",2011,45,"12A"
"Dolnośląskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Lubelskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Lubuskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Łódzkie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Małopolskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Mazowieckie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Opolskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Podkarpackie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Podlaskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Pomorskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Śląskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Świętokrzyskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Wielkopolskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","grudzień",2011,46,"12B"
"Dolnośląskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Lubelskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Lubuskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Łódzkie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Małopolskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Mazowieckie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Opolskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Podkarpackie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Podlaskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Pomorskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Śląskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Świętokrzyskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Wielkopolskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","grudzień",2011,47,"12C"
"Dolnośląskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Lubelskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Lubuskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Łódzkie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Małopolskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Mazowieckie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Opolskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Podkarpackie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Podlaskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Pomorskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Śląskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Świętokrzyskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Wielkopolskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","grudzień",2011,48,"12D"
"Dolnośląskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Lubelskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Lubuskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Łódzkie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Małopolskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Mazowieckie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Opolskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Podkarpackie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Podlaskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Pomorskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Śląskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Świętokrzyskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Wielkopolskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","styczeń",2012,1,"1A"
"Dolnośląskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Lubelskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Lubuskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Łódzkie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Małopolskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Mazowieckie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Opolskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Podkarpackie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Podlaskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Pomorskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Śląskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Świętokrzyskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Wielkopolskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","styczeń",2012,2,"1B"
"Dolnośląskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Lubelskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Lubuskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Łódzkie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Małopolskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Mazowieckie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Opolskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Podkarpackie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Podlaskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Pomorskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Śląskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Świętokrzyskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Wielkopolskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","styczeń",2012,3,"1C"
"Dolnośląskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Lubelskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Lubuskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Łódzkie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Małopolskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Mazowieckie",1,0,0,1,0,"23-31","styczeń",2012,4,"1D"
"Opolskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Podkarpackie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Podlaskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Pomorskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Śląskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Świętokrzyskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Wielkopolskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","styczeń",2012,4,"1D"
"Dolnośląskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Lubelskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Lubuskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Łódzkie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Małopolskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Mazowieckie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Opolskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Podkarpackie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Podlaskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Pomorskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Śląskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Świętokrzyskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Wielkopolskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","luty",2012,5,"2A"
"Dolnośląskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Lubelskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Lubuskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Łódzkie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Małopolskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Mazowieckie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Opolskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Podkarpackie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Podlaskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Pomorskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Śląskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Świętokrzyskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Wielkopolskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","luty",2012,6,"2B"
"Dolnośląskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Lubelskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Lubuskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Łódzkie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Małopolskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Mazowieckie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Opolskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Podkarpackie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Podlaskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Pomorskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Śląskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Świętokrzyskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Wielkopolskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","luty",2012,7,"2C"
"Dolnośląskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Lubelskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Lubuskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Łódzkie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Małopolskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Mazowieckie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Opolskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Podkarpackie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Podlaskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Pomorskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Śląskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Świętokrzyskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Wielkopolskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Zachodniopomorskie",0,0,0,0,0,"23-29","luty",2012,8,"2D"
"Dolnośląskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Lubelskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Lubuskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Łódzkie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Małopolskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Mazowieckie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Opolskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Podkarpackie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Podlaskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Pomorskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Śląskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Świętokrzyskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Wielkopolskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","marzec",2012,9,"3A"
"Dolnośląskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Lubelskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Lubuskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Łódzkie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Małopolskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Mazowieckie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Opolskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Podkarpackie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Podlaskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Pomorskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Śląskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Świętokrzyskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Wielkopolskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","marzec",2012,10,"3B"
"Dolnośląskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Lubelskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Lubuskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Łódzkie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Małopolskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Mazowieckie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Opolskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Podkarpackie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Podlaskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Pomorskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Śląskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Świętokrzyskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Wielkopolskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","marzec",2012,11,"3C"
"Dolnośląskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Lubelskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Lubuskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Łódzkie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Małopolskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Mazowieckie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Opolskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Podkarpackie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Podlaskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Pomorskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Śląskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Świętokrzyskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Wielkopolskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","marzec",2012,12,"3D"
"Dolnośląskie",0,0,0,0,0,"1-7","kwiecień",2012,13,"4A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","kwiecień",2012,13,"4A"
"Lubelskie",0,0,0,0,0,"1-7","kwiecień",2012,13,"4A"
"Lubuskie",0,0,0,0,0,"1-7","kwiecień",2012,13,"4A"
"Łódzkie",0,0,0,0,0,"1-7","kwiecień",2012,13,"4A"
