"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","tydz","data"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Małopolskie",22,0.53,7,31.8,2,9.1,13,59.1,"2017_06C","16_do_22_czerwca_2017"
"Mazowieckie",16,0.13,2,12.5,14,87.5,0,0,"2017_06C","16_do_22_czerwca_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Podlaskie",22,1.99,0,0,22,100,0,0,"2017_06C","16_do_22_czerwca_2017"
"Pomorskie",16,0.17,0,0,16,100,5,31.3,"2017_06C","16_do_22_czerwca_2017"
"Śląskie",2,0.04,0,0,2,100,0,0,"2017_06C","16_do_22_czerwca_2017"
"Świętokrzyskie",10,1.04,9,90,10,100,0,0,"2017_06C","16_do_22_czerwca_2017"
"Warmińsko-Mazurskie",5,1.22,0,0,5,100,0,0,"2017_06C","16_do_22_czerwca_2017"
"Wielkopolskie",16,0.23,2,12.5,14,87.5,2,12.5,"2017_06C","16_do_22_czerwca_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_06C","16_do_22_czerwca_2017"
"Dolnośląskie",8,0.53,0,0,8,100,0,0,"2017_06D","23_do_30_czerwca_2017"
"Kujawsko-Pomorskie",3,0.1,0,0,3,100,0,0,"2017_06D","23_do_30_czerwca_2017"
"Lubelskie",1,0.12,0,0,1,100,0,0,"2017_06D","23_do_30_czerwca_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Małopolskie",17,0.34,0,0,11,64.7,6,35.3,"2017_06D","23_do_30_czerwca_2017"
"Mazowieckie",18,0.19,2,11.1,16,88.9,0,0,"2017_06D","23_do_30_czerwca_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Podlaskie",5,0.63,0,0,5,100,0,0,"2017_06D","23_do_30_czerwca_2017"
"Pomorskie",20,0.18,0,0,20,100,6,30,"2017_06D","23_do_30_czerwca_2017"
"Śląskie",1,0.02,1,100,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Świętokrzyskie",4,0.5,4,100,4,100,0,0,"2017_06D","23_do_30_czerwca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Wielkopolskie",18,0.28,1,5.6,16,88.9,1,5.6,"2017_06D","23_do_30_czerwca_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_06D","23_do_30_czerwca_2017"
"Dolnośląskie",3,0.27,0,0,3,100,0,0,"2017_07A","1_do_7_lipca_2017"
"Kujawsko-Pomorskie",3,0.13,0,0,3,100,0,0,"2017_07A","1_do_7_lipca_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Małopolskie",17,0.6,2,11.8,6,35.3,9,52.9,"2017_07A","1_do_7_lipca_2017"
"Mazowieckie",28,0.28,3,10.7,22,78.6,3,10.7,"2017_07A","1_do_7_lipca_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Podlaskie",38,5.62,0,0,38,100,0,0,"2017_07A","1_do_7_lipca_2017"
"Pomorskie",46,0.49,2,4.3,45,97.8,9,19.6,"2017_07A","1_do_7_lipca_2017"
"Śląskie",0,0,0,0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2017_07A","1_do_7_lipca_2017"
"Wielkopolskie",17,0.26,0,0,15,88.2,2,11.8,"2017_07A","1_do_7_lipca_2017"
"Zachodniopomorskie",1,0.15,0,0,1,100,0,0,"2017_07A","1_do_7_lipca_2017"
"Dolnośląskie",2,0.2,0,0,2,100,0,0,"2017_07B","8_do_15_lipca_2017"
"Kujawsko-Pomorskie",1,0.05,0,0,1,100,0,0,"2017_07B","8_do_15_lipca_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Małopolskie",23,0.66,5,21.7,8,34.8,10,43.5,"2017_07B","8_do_15_lipca_2017"
"Mazowieckie",14,0.18,1,7.1,12,85.7,1,7.1,"2017_07B","8_do_15_lipca_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Podlaskie",12,2.47,0,0,12,100,0,0,"2017_07B","8_do_15_lipca_2017"
"Pomorskie",34,0.42,0,0,33,97.1,7,20.6,"2017_07B","8_do_15_lipca_2017"
"Śląskie",0,0,0,0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Warmińsko-Mazurskie",2,0.49,0,0,2,100,0,0,"2017_07B","8_do_15_lipca_2017"
"Wielkopolskie",43,0.8,1,2.3,41,95.3,2,4.7,"2017_07B","8_do_15_lipca_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_07B","8_do_15_lipca_2017"
"Dolnośląskie",4,0.34,0,0,4,100,0,0,"2017_07C","16_do_22_lipca_2017"
"Kujawsko-Pomorskie",1,0.05,0,0,1,100,0,0,"2017_07C","16_do_22_lipca_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_07C","16_do_22_lipca_2017"
"Lubuskie",1,0.43,0,0,1,100,0,0,"2017_07C","16_do_22_lipca_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_07C","16_do_22_lipca_2017"
"Małopolskie",9,0.33,0,0,3,33.3,6,66.7,"2017_07C","16_do_22_lipca_2017"
"Mazowieckie",20,0.28,6,30,12,60,2,10,"2017_07C","16_do_22_lipca_2017"
"Opolskie",1,0.27,0,0,1,100,0,0,"2017_07C","16_do_22_lipca_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_07C","16_do_22_lipca_2017"
"Podlaskie",15,2.55,0,0,15,100,0,0,"2017_07C","16_do_22_lipca_2017"
"Pomorskie",49,0.62,4,8.2,43,87.8,7,14.3,"2017_07C","16_do_22_lipca_2017"
"Śląskie",1,0.04,0,0,1,100,0,0,"2017_07C","16_do_22_lipca_2017"
"Świętokrzyskie",6,1.53,6,100,6,100,0,0,"2017_07C","16_do_22_lipca_2017"
"Warmińsko-Mazurskie",3,0.81,0,0,3,100,0,0,"2017_07C","16_do_22_lipca_2017"
"Wielkopolskie",22,0.47,0,0,22,100,0,0,"2017_07C","16_do_22_lipca_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_07C","16_do_22_lipca_2017"
"Dolnośląskie",2,0.17,0,0,2,100,0,0,"2017_07D","23_do_31_lipca_2017"
"Kujawsko-Pomorskie",4,0.18,0,0,4,100,0,0,"2017_07D","23_do_31_lipca_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_07D","23_do_31_lipca_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_07D","23_do_31_lipca_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_07D","23_do_31_lipca_2017"
"Małopolskie",38,1.29,2,5.3,12,31.6,24,63.2,"2017_07D","23_do_31_lipca_2017"
"Mazowieckie",31,0.38,2,6.5,24,77.4,5,16.1,"2017_07D","23_do_31_lipca_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_07D","23_do_31_lipca_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_07D","23_do_31_lipca_2017"
"Podlaskie",15,2.86,0,0,15,100,0,0,"2017_07D","23_do_31_lipca_2017"
"Pomorskie",31,0.36,0,0,31,100,8,25.8,"2017_07D","23_do_31_lipca_2017"
"Śląskie",3,0.09,0,0,3,100,0,0,"2017_07D","23_do_31_lipca_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_07D","23_do_31_lipca_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2017_07D","23_do_31_lipca_2017"
"Wielkopolskie",40,0.73,0,0,40,100,0,0,"2017_07D","23_do_31_lipca_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_07D","23_do_31_lipca_2017"
"Dolnośląskie",3,0.32,0,0,3,100,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Małopolskie",15,0.62,3,20,4,26.7,8,53.3,"2017_08A","1_do_7_sierpnia_2017"
"Mazowieckie",18,0.28,3,16.7,12,66.7,3,16.7,"2017_08A","1_do_7_sierpnia_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Podlaskie",7,2.01,0,0,7,100,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Pomorskie",43,0.69,2,4.7,43,100,8,18.6,"2017_08A","1_do_7_sierpnia_2017"
"Śląskie",0,0,0,0,0,0,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Warmińsko-Mazurskie",5,1.48,0,0,5,100,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Wielkopolskie",13,0.3,0,0,13,100,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_08A","1_do_7_sierpnia_2017"
"Dolnośląskie",0,0,0,0,0,0,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Kujawsko-Pomorskie",3,0.19,0,0,3,100,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Małopolskie",3,0.15,0,0,3,100,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Mazowieckie",10,0.19,4,40,4,40,2,20,"2017_08B","8_do_15_sierpnia_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Podlaskie",9,3.77,0,0,9,100,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Pomorskie",31,0.5,1,3.2,31,100,6,19.4,"2017_08B","8_do_15_sierpnia_2017"
"Śląskie",0,0,0,0,0,0,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Świętokrzyskie",9,7.14,9,100,9,100,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Warmińsko-Mazurskie",2,0.72,0,0,2,100,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Wielkopolskie",15,0.39,0,0,14,93.3,1,6.7,"2017_08B","8_do_15_sierpnia_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_08B","8_do_15_sierpnia_2017"
"Dolnośląskie",5,0.49,0,0,5,100,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Kujawsko-Pomorskie",4,0.21,0,0,4,100,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Małopolskie",27,1.23,3,11.1,7,25.9,17,63,"2017_08C","16_do_22_sierpnia_2017"
"Mazowieckie",15,0.25,3,20,10,66.7,2,13.3,"2017_08C","16_do_22_sierpnia_2017"
"Opolskie",1,0.49,0,0,1,100,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Podlaskie",12,2.9,0,0,12,100,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Pomorskie",19,0.31,0,0,19,100,9,47.4,"2017_08C","16_do_22_sierpnia_2017"
"Śląskie",1,0.04,0,0,0,0,1,100,"2017_08C","16_do_22_sierpnia_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Warmińsko-Mazurskie",4,1.72,0,0,4,100,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Wielkopolskie",25,0.55,0,0,25,100,1,4,"2017_08C","16_do_22_sierpnia_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_08C","16_do_22_sierpnia_2017"
"Dolnośląskie",3,0.2,0,0,3,100,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Kujawsko-Pomorskie",6,0.24,0,0,6,100,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Łódzkie",1,0.09,0,0,1,100,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Małopolskie",15,0.49,1,6.7,5,33.3,9,60,"2017_08D","23_do_31_sierpnia_2017"
"Mazowieckie",15,0.22,0,0,13,86.7,2,13.3,"2017_08D","23_do_31_sierpnia_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Podlaskie",7,1.73,0,0,7,100,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Pomorskie",26,0.29,3,11.5,22,84.6,6,23.1,"2017_08D","23_do_31_sierpnia_2017"
"Śląskie",0,0,0,0,0,0,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Warmińsko-Mazurskie",5,1.07,0,0,5,100,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Wielkopolskie",26,0.42,2,7.7,25,96.2,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_08D","23_do_31_sierpnia_2017"
"Dolnośląskie",5,0.29,0,0,5,100,0,0,"2017_09A","1_do_7_września_2017"
"Kujawsko-Pomorskie",5,0.2,0,0,5,100,0,0,"2017_09A","1_do_7_września_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_09A","1_do_7_września_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_09A","1_do_7_września_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_09A","1_do_7_września_2017"
"Małopolskie",23,0.71,0,0,10,43.5,13,56.5,"2017_09A","1_do_7_września_2017"
"Mazowieckie",12,0.14,0,0,12,100,0,0,"2017_09A","1_do_7_września_2017"
"Opolskie",2,0.63,0,0,2,100,0,0,"2017_09A","1_do_7_września_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_09A","1_do_7_września_2017"
"Podlaskie",8,1.84,0,0,8,100,0,0,"2017_09A","1_do_7_września_2017"
"Pomorskie",17,0.19,0,0,17,100,2,11.8,"2017_09A","1_do_7_września_2017"
"Śląskie",1,0.03,0,0,1,100,0,0,"2017_09A","1_do_7_września_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_09A","1_do_7_września_2017"
"Warmińsko-Mazurskie",2,0.47,0,0,2,100,0,0,"2017_09A","1_do_7_września_2017"
"Wielkopolskie",13,0.24,0,0,13,100,0,0,"2017_09A","1_do_7_września_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_09A","1_do_7_września_2017"
"Dolnośląskie",10,0.32,0,0,10,100,0,0,"2017_09B","8_do_15_września_2017"
"Kujawsko-Pomorskie",13,0.22,0,0,13,100,0,0,"2017_09B","8_do_15_września_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_09B","8_do_15_września_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_09B","8_do_15_września_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_09B","8_do_15_września_2017"
"Małopolskie",15,0.25,2,13.3,6,40,7,46.7,"2017_09B","8_do_15_września_2017"
"Mazowieckie",17,0.12,1,5.9,16,94.1,0,0,"2017_09B","8_do_15_września_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_09B","8_do_15_września_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_09B","8_do_15_września_2017"
"Podlaskie",29,2.17,0,0,29,100,0,0,"2017_09B","8_do_15_września_2017"
"Pomorskie",29,0.17,0,0,28,96.6,6,20.7,"2017_09B","8_do_15_września_2017"
"Śląskie",0,0,0,0,0,0,0,0,"2017_09B","8_do_15_września_2017"
"Świętokrzyskie",4,0.79,4,100,4,100,0,0,"2017_09B","8_do_15_września_2017"
"Warmińsko-Mazurskie",10,1.31,0,0,10,100,0,0,"2017_09B","8_do_15_września_2017"
"Wielkopolskie",29,0.23,1,3.4,27,93.1,1,3.4,"2017_09B","8_do_15_września_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_09B","8_do_15_września_2017"
"Dolnośląskie",1,0.03,0,0,1,100,0,0,"2017_09C","16_do_22_września_2017"
"Kujawsko-Pomorskie",12,0.16,1,8.3,11,91.7,1,8.3,"2017_09C","16_do_22_września_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_09C","16_do_22_września_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_09C","16_do_22_września_2017"
"Łódzkie",2,0.05,0,0,2,100,0,0,"2017_09C","16_do_22_września_2017"
"Małopolskie",17,0.21,0,0,11,64.7,6,35.3,"2017_09C","16_do_22_września_2017"
"Mazowieckie",27,0.13,2,7.4,23,85.2,2,7.4,"2017_09C","16_do_22_września_2017"
"Opolskie",4,0.3,0,0,4,100,0,0,"2017_09C","16_do_22_września_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_09C","16_do_22_września_2017"
"Podlaskie",21,1.24,0,0,21,100,0,0,"2017_09C","16_do_22_września_2017"
"Pomorskie",77,0.37,8,10.4,75,97.4,12,15.6,"2017_09C","16_do_22_września_2017"
"Śląskie",3,0.03,1,33.3,3,100,0,0,"2017_09C","16_do_22_września_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_09C","16_do_22_września_2017"
"Warmińsko-Mazurskie",7,0.62,0,0,7,100,0,0,"2017_09C","16_do_22_września_2017"
"Wielkopolskie",46,0.29,2,4.3,44,95.7,1,2.2,"2017_09C","16_do_22_września_2017"
"Zachodniopomorskie",1,0.06,0,0,1,100,0,0,"2017_09C","16_do_22_września_2017"
"Dolnośląskie",12,0.28,0,0,12,100,0,0,"2017_09D","23_do_30_września_2017"
"Kujawsko-Pomorskie",11,0.17,0,0,11,100,0,0,"2017_09D","23_do_30_września_2017"
"Lubelskie",5,0.26,0,0,5,100,0,0,"2017_09D","23_do_30_września_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_09D","23_do_30_września_2017"
"Łódzkie",3,0.05,0,0,3,100,0,0,"2017_09D","23_do_30_września_2017"
"Małopolskie",23,0.28,0,0,11,47.8,12,52.2,"2017_09D","23_do_30_września_2017"
"Mazowieckie",31,0.13,2,6.5,29,93.5,0,0,"2017_09D","23_do_30_września_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_09D","23_do_30_września_2017"
"Podkarpackie",2,0.31,0,0,2,100,0,0,"2017_09D","23_do_30_września_2017"
"Podlaskie",47,2.26,0,0,47,100,0,0,"2017_09D","23_do_30_września_2017"
"Pomorskie",52,0.25,2,3.8,52,100,13,25,"2017_09D","23_do_30_września_2017"
"Śląskie",3,0.03,1,33.3,3,100,0,0,"2017_09D","23_do_30_września_2017"
"Świętokrzyskie",20,3.49,20,100,20,100,0,0,"2017_09D","23_do_30_września_2017"
"Warmińsko-Mazurskie",15,0.86,0,0,15,100,0,0,"2017_09D","23_do_30_września_2017"
"Wielkopolskie",63,0.39,3,4.8,62,98.4,0,0,"2017_09D","23_do_30_września_2017"
"Zachodniopomorskie",1,0.06,0,0,1,100,0,0,"2017_09D","23_do_30_września_2017"
"Dolnośląskie",6,0.14,0,0,6,100,0,0,"2017_10A","1_do_7_października_2017"
"Kujawsko-Pomorskie",13,0.19,0,0,13,100,0,0,"2017_10A","1_do_7_października_2017"
"Lubelskie",16,0.75,0,0,16,100,0,0,"2017_10A","1_do_7_października_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_10A","1_do_7_października_2017"
"Łódzkie",1,0.02,0,0,1,100,0,0,"2017_10A","1_do_7_października_2017"
"Małopolskie",22,0.27,6,27.3,11,50,5,22.7,"2017_10A","1_do_7_października_2017"
"Mazowieckie",36,0.15,15,41.7,20,55.6,1,2.8,"2017_10A","1_do_7_października_2017"
"Opolskie",1,0.06,0,0,1,100,0,0,"2017_10A","1_do_7_października_2017"
"Podkarpackie",4,0.43,3,75,1,25,0,0,"2017_10A","1_do_7_października_2017"
"Podlaskie",1,0.07,0,0,1,100,0,0,"2017_10A","1_do_7_października_2017"
"Pomorskie",82,0.41,3,3.7,81,98.8,13,15.9,"2017_10A","1_do_7_października_2017"
"Śląskie",2,0.02,0,0,2,100,0,0,"2017_10A","1_do_7_października_2017"
"Świętokrzyskie",5,0.45,3,60,5,100,0,0,"2017_10A","1_do_7_października_2017"
"Warmińsko-Mazurskie",0,0,0,0,0,0,0,0,"2017_10A","1_do_7_października_2017"
"Wielkopolskie",50,0.33,0,0,48,96,2,4,"2017_10A","1_do_7_października_2017"
"Zachodniopomorskie",5,0.26,0,0,5,100,0,0,"2017_10A","1_do_7_października_2017"
"Dolnośląskie",7,0.15,0,0,7,100,0,0,"2017_10B","8_do_15_października_2017"
"Kujawsko-Pomorskie",17,0.25,0,0,17,100,0,0,"2017_10B","8_do_15_października_2017"
"Lubelskie",8,0.46,0,0,8,100,0,0,"2017_10B","8_do_15_października_2017"
"Lubuskie",1,0.09,0,0,1,100,0,0,"2017_10B","8_do_15_października_2017"
"Łódzkie",7,0.12,0,0,7,100,0,0,"2017_10B","8_do_15_października_2017"
"Małopolskie",20,0.16,0,0,16,80,4,20,"2017_10B","8_do_15_października_2017"
"Mazowieckie",20,0.08,1,5,19,95,0,0,"2017_10B","8_do_15_października_2017"
"Opolskie",1,0.08,0,0,1,100,0,0,"2017_10B","8_do_15_października_2017"
"Podkarpackie",2,0.15,1,50,1,50,0,0,"2017_10B","8_do_15_października_2017"
"Podlaskie",11,0.6,0,0,11,100,0,0,"2017_10B","8_do_15_października_2017"
"Pomorskie",66,0.32,0,0,66,100,12,18.2,"2017_10B","8_do_15_października_2017"
"Śląskie",0,0,0,0,0,0,0,0,"2017_10B","8_do_15_października_2017"
"Świętokrzyskie",2,0.13,2,100,2,100,0,0,"2017_10B","8_do_15_października_2017"
"Warmińsko-Mazurskie",6,0.39,0,0,6,100,0,0,"2017_10B","8_do_15_października_2017"
"Wielkopolskie",50,0.3,2,4,50,100,1,2,"2017_10B","8_do_15_października_2017"
"Zachodniopomorskie",3,0.17,0,0,3,100,0,0,"2017_10B","8_do_15_października_2017"
"Dolnośląskie",14,0.31,0,0,13,92.9,6,42.9,"2017_10C","16_do_22_października_2017"
"Kujawsko-Pomorskie",20,0.33,0,0,20,100,0,0,"2017_10C","16_do_22_października_2017"
"Lubelskie",5,0.26,0,0,3,60,2,40,"2017_10C","16_do_22_października_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_10C","16_do_22_października_2017"
"Łódzkie",3,0.05,0,0,3,100,0,0,"2017_10C","16_do_22_października_2017"
"Małopolskie",41,0.39,4,9.8,31,75.6,6,14.6,"2017_10C","16_do_22_października_2017"
"Mazowieckie",27,0.11,2,7.4,25,92.6,0,0,"2017_10C","16_do_22_października_2017"
"Opolskie",1,0.09,0,0,1,100,0,0,"2017_10C","16_do_22_października_2017"
"Podkarpackie",2,0.18,0,0,2,100,0,0,"2017_10C","16_do_22_października_2017"
"Podlaskie",9,0.51,0,0,9,100,0,0,"2017_10C","16_do_22_października_2017"
"Pomorskie",69,0.4,1,1.4,69,100,13,18.8,"2017_10C","16_do_22_października_2017"
"Śląskie",6,0.06,1,16.7,6,100,0,0,"2017_10C","16_do_22_października_2017"
"Świętokrzyskie",6,0.49,5,83.3,6,100,0,0,"2017_10C","16_do_22_października_2017"
"Warmińsko-Mazurskie",2,0.14,0,0,2,100,0,0,"2017_10C","16_do_22_października_2017"
"Wielkopolskie",57,0.36,0,0,57,100,1,1.8,"2017_10C","16_do_22_października_2017"
"Zachodniopomorskie",3,0.17,1,33.3,2,66.7,0,0,"2017_10C","16_do_22_października_2017"
"Dolnośląskie",19,0.34,0,0,18,94.7,1,5.3,"2017_10D","23_do_31_października_2017"
"Kujawsko-Pomorskie",23,0.26,0,0,23,100,0,0,"2017_10D","23_do_31_października_2017"
"Lubelskie",5,0.16,0,0,5,100,0,0,"2017_10D","23_do_31_października_2017"
"Lubuskie",1,0.06,0,0,1,100,0,0,"2017_10D","23_do_31_października_2017"
"Łódzkie",6,0.08,0,0,6,100,0,0,"2017_10D","23_do_31_października_2017"
"Małopolskie",50,0.44,3,6,32,64,15,30,"2017_10D","23_do_31_października_2017"
"Mazowieckie",35,0.13,1,2.9,33,94.3,1,2.9,"2017_10D","23_do_31_października_2017"
"Opolskie",2,0.11,0,0,2,100,0,0,"2017_10D","23_do_31_października_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_10D","23_do_31_października_2017"
"Podlaskie",16,0.62,2,12.5,16,100,0,0,"2017_10D","23_do_31_października_2017"
"Pomorskie",114,0.43,10,8.8,113,99.1,24,21.1,"2017_10D","23_do_31_października_2017"
"Śląskie",8,0.08,4,50,7,87.5,1,12.5,"2017_10D","23_do_31_października_2017"
"Świętokrzyskie",7,0.39,6,85.7,7,100,0,0,"2017_10D","23_do_31_października_2017"
"Warmińsko-Mazurskie",3,0.17,0,0,3,100,0,0,"2017_10D","23_do_31_października_2017"
"Wielkopolskie",49,0.27,1,2,48,98,0,0,"2017_10D","23_do_31_października_2017"
"Zachodniopomorskie",1,0.05,0,0,1,100,0,0,"2017_10D","23_do_31_października_2017"
"Dolnośląskie",10,0.2,2,20,7,70,1,10,"2017_11A","1_do_7_listopada_2017"
"Kujawsko-Pomorskie",20,0.33,0,0,20,100,0,0,"2017_11A","1_do_7_listopada_2017"
