"woj","suma","w_0.4","w_5_14","w_15_64","w_65","tydz","data"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Lubelskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Lubuskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Łódzkie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Małopolskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Mazowieckie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Opolskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Podkarpackie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Podlaskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Pomorskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Śląskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Wielkopolskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Dolnośląskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Lubelskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Lubuskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Łódzkie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Małopolskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Mazowieckie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Opolskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Podkarpackie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Podlaskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Pomorskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Śląskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Wielkopolskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Dolnośląskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Lubelskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Lubuskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Łódzkie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Małopolskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Mazowieckie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Opolskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Podkarpackie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Podlaskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Pomorskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Śląskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Wielkopolskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Dolnośląskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Lubelskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Lubuskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Łódzkie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Małopolskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Mazowieckie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Opolskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Podkarpackie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Podlaskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Pomorskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Śląskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Wielkopolskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Dolnośląskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Lubelskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Lubuskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Łódzkie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Małopolskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Mazowieckie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Opolskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Podkarpackie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Podlaskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Pomorskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Śląskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Wielkopolskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Dolnośląskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Lubelskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Lubuskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Łódzkie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Małopolskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Mazowieckie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Opolskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Podkarpackie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Podlaskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Pomorskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Śląskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Wielkopolskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Dolnośląskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Lubelskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Lubuskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Łódzkie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Małopolskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Mazowieckie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Opolskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Podkarpackie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Podlaskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Pomorskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Śląskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Wielkopolskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Dolnośląskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Lubelskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Lubuskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Łódzkie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Małopolskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Mazowieckie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Opolskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Podkarpackie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Podlaskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Pomorskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Śląskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Wielkopolskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_09D","23_do_30_września_2011"
"Dolnośląskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Lubelskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Lubuskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Łódzkie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Małopolskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Mazowieckie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Opolskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Podkarpackie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Podlaskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Pomorskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Śląskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Wielkopolskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_10A","1_do_7_października_2011"
"Dolnośląskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Lubelskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Lubuskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Łódzkie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Małopolskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Mazowieckie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Opolskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Podkarpackie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Podlaskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Pomorskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Śląskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Wielkopolskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_10B","8_do_15_października_2011"
"Dolnośląskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Lubelskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Lubuskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Łódzkie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Małopolskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Mazowieckie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Opolskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Podkarpackie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Podlaskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Pomorskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Śląskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Wielkopolskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_10C","16_do_22_października_2011"
"Dolnośląskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Lubelskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Lubuskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Łódzkie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Małopolskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Mazowieckie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Opolskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Podkarpackie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Podlaskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Pomorskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Śląskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Wielkopolskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_10D","23_do_31_października_2011"
"Dolnośląskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Lubelskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Lubuskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Łódzkie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Małopolskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Mazowieckie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Opolskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Podkarpackie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Podlaskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Pomorskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Śląskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Wielkopolskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_11A","1_do_7_listopada_2011"
"Dolnośląskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Lubelskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Lubuskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Łódzkie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Małopolskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Mazowieckie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Opolskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Podkarpackie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Podlaskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Pomorskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Śląskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Wielkopolskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Dolnośląskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Lubelskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Lubuskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Łódzkie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Małopolskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Mazowieckie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Opolskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Podkarpackie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Podlaskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Pomorskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Śląskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Wielkopolskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_11C","16_do_22_listopada_2011"
"Dolnośląskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Lubelskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Lubuskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Łódzkie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Małopolskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Mazowieckie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Opolskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Podkarpackie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Podlaskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Pomorskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Śląskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Wielkopolskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_11D","23_do_30_listopada_2011"
"Dolnośląskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Lubelskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Lubuskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Łódzkie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Małopolskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Mazowieckie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Opolskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Podkarpackie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Podlaskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Pomorskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Śląskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Wielkopolskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_12A","1_do_7_grudnia_2011"
"Dolnośląskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Lubelskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Lubuskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Łódzkie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Małopolskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Mazowieckie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Opolskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Podkarpackie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Podlaskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Pomorskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Śląskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Wielkopolskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_12B","8_do_15_grudnia_2011"
"Dolnośląskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Lubelskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Lubuskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Łódzkie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Małopolskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Mazowieckie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Opolskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Podkarpackie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Podlaskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Pomorskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Śląskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Wielkopolskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_12C","16_do_22_grudnia_2011"
"Dolnośląskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Kujawsko-Pomorskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Lubelskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Lubuskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Łódzkie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Małopolskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Mazowieckie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Opolskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Podkarpackie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Podlaskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Pomorskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Śląskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Świętokrzyskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Warmińsko-Mazurskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Wielkopolskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Zachodniopomorskie",0,0,0,0,0,"2011_12D","23_do_31_grudnia_2011"
"Dolnośląskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Kujawsko-Pomorskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Lubelskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Lubuskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Łódzkie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Małopolskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Mazowieckie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Opolskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Podkarpackie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Podlaskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Pomorskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Śląskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Świętokrzyskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Warmińsko-Mazurskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Wielkopolskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Zachodniopomorskie",0,0,0,0,0,"2012_01A","1_do_7_stycznia_2012"
"Dolnośląskie",0,0,0,0,0,"2012_01B","8_do_15_stycznia_2012"
"Kujawsko-Pomorskie",0,0,0,0,0,"2012_01B","8_do_15_stycznia_2012"
"Lubelskie",0,0,0,0,0,"2012_01B","8_do_15_stycznia_2012"
"Lubuskie",0,0,0,0,0,"2012_01B","8_do_15_stycznia_2012"
"Łódzkie",0,0,0,0,0,"2012_01B","8_do_15_stycznia_2012"
"Małopolskie",0,0,0,0,0,"2012_01B","8_do_15_stycznia_2012"
"Mazowieckie",0,0,0,0,0,"2012_01B","8_do_15_stycznia_2012"
"Opolskie",0,0,0,0,0,"2012_01B","8_do_15_stycznia_2012"
"Podkarpackie",0,0,0,0,0,"2012_01B","8_do_15_stycznia_2012"
"Podlaskie",0,0,0,0,0,"2012_01B","8_do_15_stycznia_2012"
