"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","dni","miesiac","rok","tydz","numer"
"Mazowieckie",7401,19.49,6.68,2174,103.45,1599,38.31,2950,11.96,678,9.62,"16-22","maj",2021,19,"5C"
"Opolskie",480,7.02,1.62,141,47.26,88,14.13,215,4.68,36,2.72,"16-22","maj",2021,19,"5C"
"Podkarpackie",386,2.6,-0.53,147,20.17,111,7.3,110,1.1,18,0.7,"16-22","maj",2021,19,"5C"
"Podlaskie",497,6.05,1.63,162,40.61,143,17.72,153,2.78,39,2.61,"16-22","maj",2021,19,"5C"
"Pomorskie",9520,57.95,11.01,3904,424.05,2588,140.03,2539,23.52,489,17.08,"16-22","maj",2021,19,"5C"
"Śląskie",3869,12.3,3.67,1301,89.24,721,23.06,1520,7.36,327,5.26,"16-22","maj",2021,19,"5C"
"Świętokrzyskie",781,9.11,4.25,229,63.54,124,15.21,340,6.01,88,5.07,"16-22","maj",2021,19,"5C"
"Warmińsko-Mazurskie",680,6.86,0.85,184,39.74,122,11.65,238,3.55,136,7.96,"16-22","maj",2021,19,"5C"
"Wielkopolskie",7038,28.76,7.51,2490,186.84,1679,61.68,2425,14.98,444,10.5,"16-22","maj",2021,19,"5C"
"Zachodniopomorskie",563,4.76,1.77,153,28.98,136,11.54,246,3.14,28,1.24,"16-22","maj",2021,19,"5C"
"Dolnośląskie",2619,10.06,0.66,741,60.06,631,24.48,967,5.66,280,5.48,"23-31","maj",2021,20,"5D"
"Kujawsko-Pomorskie",3321,17.9,-0.02,1100,125.62,799,41.41,1198,9.7,224,6.59,"23-31","maj",2021,20,"5D"
"Lubelskie",1184,6.28,-2.12,396,45.58,285,15.02,419,3.35,84,2.33,"23-31","maj",2021,20,"5D"
"Lubuskie",283,3.12,-1.1,82,19.33,71,7.41,120,1.99,10,0.61,"23-31","maj",2021,20,"5D"
"Łódzkie",2214,10.09,-0.63,790,79.05,535,24.78,698,4.9,191,4.21,"23-31","maj",2021,20,"5D"
"Małopolskie",4781,15.58,5.15,1777,106.15,1348,40.87,1357,6.66,299,5.6,"23-31","maj",2021,20,"5D"
"Mazowieckie",8939,18.31,-1.18,2560,94.75,1856,34.59,3729,11.76,794,8.77,"23-31","maj",2021,20,"5D"
"Opolskie",685,7.79,0.77,254,66.21,109,13.61,278,4.71,44,2.59,"23-31","maj",2021,20,"5D"
"Podkarpackie",556,2.91,0.31,225,24.01,158,8.08,144,1.12,29,0.88,"23-31","maj",2021,20,"5D"
"Podlaskie",772,7.31,1.26,269,52.44,199,19.18,249,3.51,55,2.86,"23-31","maj",2021,20,"5D"
"Pomorskie",13863,65.64,7.68,5602,473.27,3734,157.14,3816,27.49,711,19.32,"23-31","maj",2021,20,"5D"
"Śląskie",3742,9.26,-3.05,1327,70.8,879,21.86,1250,4.71,286,3.58,"23-31","maj",2021,20,"5D"
"Świętokrzyskie",596,5.41,-3.7,175,37.77,122,11.64,243,3.34,56,2.51,"23-31","maj",2021,20,"5D"
"Warmińsko-Mazurskie",750,5.88,-0.97,235,39.47,196,14.56,237,2.75,82,3.73,"23-31","maj",2021,20,"5D"
"Wielkopolskie",9367,29.77,1.01,3317,193.58,2263,64.65,3193,15.34,594,10.93,"23-31","maj",2021,20,"5D"
"Zachodniopomorskie",843,5.55,0.77,246,36.24,219,14.45,321,3.18,57,1.96,"23-31","maj",2021,20,"5D"
"Dolnośląskie",2183,10.79,0.72,669,69.72,481,23.99,796,5.99,237,5.96,"1-7","czerwiec",2021,21,"6A"
"Kujawsko-Pomorskie",2649,18.35,0.46,867,127.3,702,46.78,884,9.2,196,7.42,"1-7","czerwiec",2021,21,"6A"
"Lubelskie",896,6.11,-0.17,286,42.33,196,13.28,351,3.61,63,2.25,"1-7","czerwiec",2021,21,"6A"
"Lubuskie",178,2.52,-0.6,61,18.49,32,4.3,77,1.64,8,0.62,"1-7","czerwiec",2021,21,"6A"
"Łódzkie",2418,14.17,4.08,731,94.05,543,32.34,936,8.45,208,5.9,"1-7","czerwiec",2021,21,"6A"
"Małopolskie",3995,16.73,1.16,1471,112.97,1035,40.35,1220,7.69,269,6.48,"1-7","czerwiec",2021,21,"6A"
"Mazowieckie",7826,20.61,2.3,2666,126.87,1697,40.66,2893,11.73,570,8.09,"1-7","czerwiec",2021,21,"6A"
"Opolskie",565,8.26,0.47,214,71.73,93,14.93,211,4.59,47,3.55,"1-7","czerwiec",2021,21,"6A"
"Podkarpackie",211,1.42,-1.49,63,8.65,44,2.89,89,0.89,15,0.58,"1-7","czerwiec",2021,21,"6A"
"Podlaskie",673,8.19,0.88,238,59.66,163,20.2,222,4.03,50,3.34,"1-7","czerwiec",2021,21,"6A"
"Pomorskie",6491,39.51,-26.12,2399,260.58,1430,77.38,2183,20.22,479,16.73,"1-7","czerwiec",2021,21,"6A"
"Śląskie",4292,13.65,4.39,1555,106.67,1133,36.23,1287,6.23,317,5.1,"1-7","czerwiec",2021,21,"6A"
"Świętokrzyskie",1052,12.27,6.86,346,96.01,239,29.31,378,6.68,89,5.12,"1-7","czerwiec",2021,21,"6A"
"Warmińsko-Mazurskie",735,7.41,1.53,212,45.78,174,16.62,283,4.23,66,3.86,"1-7","czerwiec",2021,21,"6A"
"Wielkopolskie",6369,26.02,-3.74,2215,166.2,1562,57.38,2121,13.1,471,11.14,"1-7","czerwiec",2021,21,"6A"
"Zachodniopomorskie",605,5.12,-0.43,165,31.25,142,12.05,258,3.29,40,1.76,"1-7","czerwiec",2021,21,"6A"
"Dolnośląskie",2265,9.79,-0.99,607,55.35,511,22.3,900,5.92,247,5.43,"8-15","czerwiec",2021,22,"6B"
"Kujawsko-Pomorskie",3623,21.96,3.61,1259,161.75,913,53.24,1192,10.85,259,8.58,"8-15","czerwiec",2021,22,"6B"
"Lubelskie",1319,7.87,1.76,517,66.95,254,15.06,476,4.29,72,2.25,"8-15","czerwiec",2021,22,"6B"
"Lubuskie",367,4.55,2.03,117,31.03,80,9.4,147,2.74,23,1.57,"8-15","czerwiec",2021,22,"6B"
"Łódzkie",2327,11.93,-2.24,841,94.67,554,28.87,764,6.03,168,4.17,"8-15","czerwiec",2021,22,"6B"
"Małopolskie",4586,16.81,0.07,1580,106.18,1045,35.64,1613,8.9,348,7.34,"8-15","czerwiec",2021,22,"6B"
"Mazowieckie",8982,20.7,0.09,2993,124.63,2006,42.05,3314,11.76,669,8.31,"8-15","czerwiec",2021,22,"6B"
"Opolskie",503,6.44,-1.83,148,43.4,100,14.04,211,4.02,44,2.91,"8-15","czerwiec",2021,22,"6B"
"Podkarpackie",396,2.33,0.91,103,12.37,79,4.55,177,1.55,37,1.26,"8-15","czerwiec",2021,22,"6B"
"Podlaskie",655,6.98,-1.22,235,51.54,144,15.61,234,3.72,42,2.46,"8-15","czerwiec",2021,22,"6B"
"Pomorskie",13231,70.48,30.96,5384,511.71,3284,155.48,3837,31.1,726,22.19,"8-15","czerwiec",2021,22,"6B"
"Śląskie",4373,12.17,-1.48,1589,95.37,1020,28.54,1436,6.09,328,4.62,"8-15","czerwiec",2021,22,"6B"
"Świętokrzyskie",1223,12.48,0.21,533,129.41,281,30.15,341,5.27,68,3.43,"8-15","czerwiec",2021,22,"6B"
"Warmińsko-Mazurskie",750,6.62,-0.79,229,43.27,206,17.22,238,3.11,77,3.94,"8-15","czerwiec",2021,22,"6B"
"Wielkopolskie",7729,27.63,1.61,2712,178.06,1780,57.21,2784,15.04,453,9.37,"8-15","czerwiec",2021,22,"6B"
"Zachodniopomorskie",551,4.08,-1.04,163,27.01,144,10.69,200,2.23,44,1.7,"8-15","czerwiec",2021,22,"6B"
"Dolnośląskie",2204,10.89,1.1,612,63.78,499,24.89,871,6.55,222,5.58,"16-22","czerwiec",2021,23,"6C"
"Kujawsko-Pomorskie",3055,21.17,-0.8,1074,157.69,790,52.64,1005,10.46,186,7.04,"16-22","czerwiec",2021,23,"6C"
"Lubelskie",975,6.65,-1.22,294,43.51,280,18.98,354,3.64,47,1.68,"16-22","czerwiec",2021,23,"6C"
"Lubuskie",229,3.25,-1.31,74,22.43,53,7.12,96,2.05,6,0.47,"16-22","czerwiec",2021,23,"6C"
"Łódzkie",1837,10.76,-1.17,673,86.58,420,25.02,603,5.44,141,4,"16-22","czerwiec",2021,23,"6C"
"Małopolskie",2993,12.54,-4.27,1037,79.64,773,30.13,999,6.3,184,4.43,"16-22","czerwiec",2021,23,"6C"
"Mazowieckie",9310,24.52,3.82,3425,162.99,2083,49.91,3165,12.84,637,9.04,"16-22","czerwiec",2021,23,"6C"
"Opolskie",700,10.24,3.8,272,91.16,140,22.47,251,5.47,37,2.8,"16-22","czerwiec",2021,23,"6C"
"Podkarpackie",406,2.73,0.4,137,18.8,59,3.88,178,1.78,32,1.24,"16-22","czerwiec",2021,23,"6C"
"Podlaskie",454,5.53,-1.45,178,44.62,120,14.87,142,2.58,14,0.94,"16-22","czerwiec",2021,23,"6C"
"Pomorskie",11572,70.45,-0.03,5002,543.32,2821,152.64,3121,28.91,628,21.94,"16-22","czerwiec",2021,23,"6C"
"Śląskie",4608,14.65,2.49,1636,112.22,1088,34.79,1551,7.51,333,5.36,"16-22","czerwiec",2021,23,"6C"
"Świętokrzyskie",913,10.65,-1.83,305,84.63,253,31.03,304,5.37,51,2.94,"16-22","czerwiec",2021,23,"6C"
"Warmińsko-Mazurskie",590,5.95,-0.67,205,44.27,170,16.24,175,2.61,40,2.34,"16-22","czerwiec",2021,23,"6C"
"Wielkopolskie",6968,28.47,0.84,2580,193.59,1643,60.35,2301,14.21,444,10.5,"16-22","czerwiec",2021,23,"6C"
"Zachodniopomorskie",555,4.7,0.62,161,30.49,120,10.18,220,2.81,54,2.38,"16-22","czerwiec",2021,23,"6C"
"Dolnośląskie",2197,9.5,-1.39,617,56.26,434,18.94,919,6.05,227,4.99,"23-30","czerwiec",2021,24,"6D"
"Kujawsko-Pomorskie",2973,18.02,-3.14,1077,138.36,741,43.21,926,8.43,229,7.58,"23-30","czerwiec",2021,24,"6D"
"Lubelskie",1323,7.89,1.25,503,65.14,317,18.8,446,4.02,57,1.78,"23-30","czerwiec",2021,24,"6D"
"Lubuskie",223,2.77,-0.48,72,19.1,54,6.34,85,1.59,12,0.82,"23-30","czerwiec",2021,24,"6D"
"Łódzkie",1163,5.96,-4.8,413,46.49,276,14.38,383,3.02,91,2.26,"23-30","czerwiec",2021,24,"6D"
"Małopolskie",3808,13.96,1.42,1536,103.22,934,31.86,1132,6.25,206,4.34,"23-30","czerwiec",2021,24,"6D"
"Mazowieckie",8395,19.34,-5.17,3196,133.08,1906,39.96,2726,9.67,567,7.04,"23-30","czerwiec",2021,24,"6D"
"Opolskie",688,8.8,-1.43,269,78.89,144,20.22,220,4.19,55,3.64,"23-30","czerwiec",2021,24,"6D"
"Podkarpackie",252,1.48,-1.25,84,10.09,43,2.47,104,0.91,21,0.71,"23-30","czerwiec",2021,24,"6D"
"Podlaskie",687,7.32,1.79,324,71.06,167,18.11,166,2.64,30,1.75,"23-30","czerwiec",2021,24,"6D"
"Pomorskie",10651,56.73,-13.71,4510,428.64,2504,118.55,3059,24.79,578,17.67,"23-30","czerwiec",2021,24,"6D"
"Śląskie",4115,11.45,-3.2,1461,87.69,891,24.93,1364,5.78,399,5.62,"23-30","czerwiec",2021,24,"6D"
"Świętokrzyskie",800,8.17,-2.48,360,87.41,189,20.28,202,3.12,49,2.47,"23-30","czerwiec",2021,24,"6D"
"Warmińsko-Mazurskie",833,7.35,1.4,307,58.01,213,17.8,251,3.28,62,3.18,"23-30","czerwiec",2021,24,"6D"
"Wielkopolskie",8026,28.69,0.22,3167,207.93,1704,54.77,2658,14.36,497,10.29,"23-30","czerwiec",2021,24,"6D"
"Zachodniopomorskie",549,4.07,-0.63,194,32.15,136,10.1,181,2.02,38,1.47,"23-30","czerwiec",2021,24,"6D"
"Dolnośląskie",1778,8.78,-0.71,557,58.05,288,14.36,708,5.32,225,5.66,"1-7","lipiec",2021,25,"7A"
"Kujawsko-Pomorskie",2335,16.18,-1.85,865,127,597,39.78,677,7.05,196,7.42,"1-7","lipiec",2021,25,"7A"
"Lubelskie",1481,10.1,2.2,512,75.77,223,15.11,616,6.34,130,4.64,"1-7","lipiec",2021,25,"7A"
"Lubuskie",86,1.22,-1.55,34,10.31,19,2.55,26,0.55,7,0.54,"1-7","lipiec",2021,25,"7A"
"Łódzkie",1059,6.21,0.24,340,43.74,261,15.55,378,3.41,80,2.27,"1-7","lipiec",2021,25,"7A"
"Małopolskie",3767,15.78,1.82,1346,103.37,912,35.55,1289,8.13,220,5.3,"1-7","lipiec",2021,25,"7A"
"Mazowieckie",8842,23.28,3.94,3581,170.41,1749,41.9,2900,11.76,612,8.69,"1-7","lipiec",2021,25,"7A"
"Opolskie",744,10.88,2.08,310,103.9,138,22.15,236,5.14,60,4.53,"1-7","lipiec",2021,25,"7A"
"Podkarpackie",434,2.92,1.44,166,22.78,86,5.66,140,1.4,42,1.63,"1-7","lipiec",2021,25,"7A"
"Podlaskie",517,6.29,-1.02,212,53.14,136,16.85,141,2.56,28,1.87,"1-7","lipiec",2021,25,"7A"
"Pomorskie",9161,55.77,-0.97,3925,426.33,1972,106.7,2688,24.9,576,20.12,"1-7","lipiec",2021,25,"7A"
"Śląskie",2887,9.18,-2.27,1117,76.62,565,18.07,912,4.42,293,4.71,"1-7","lipiec",2021,25,"7A"
"Świętokrzyskie",1148,13.39,5.23,531,147.34,261,32.01,294,5.19,62,3.57,"1-7","lipiec",2021,25,"7A"
"Warmińsko-Mazurskie",445,4.49,-2.86,182,39.3,91,8.69,119,1.78,53,3.1,"1-7","lipiec",2021,25,"7A"
"Wielkopolskie",6852,28,-0.7,2572,192.99,1392,51.13,2441,15.08,447,10.57,"1-7","lipiec",2021,25,"7A"
"Zachodniopomorskie",406,3.44,-0.63,120,22.73,111,9.42,145,1.85,30,1.32,"1-7","lipiec",2021,25,"7A"
"Dolnośląskie",2154,9.31,0.53,703,64.1,335,14.62,896,5.9,220,4.84,"8-15","lipiec",2021,26,"7B"
"Kujawsko-Pomorskie",2050,12.43,-3.75,736,94.55,394,22.97,746,6.79,174,5.76,"8-15","lipiec",2021,26,"7B"
"Lubelskie",952,5.68,-4.42,432,55.94,171,10.14,283,2.55,66,2.06,"8-15","lipiec",2021,26,"7B"
"Lubuskie",203,2.52,-1.35,70,18.57,41,4.82,80,1.49,12,0.82,"8-15","lipiec",2021,26,"7B"
"Łódzkie",1310,6.72,0.51,518,58.31,261,13.6,397,3.13,134,3.32,"8-15","lipiec",2021,26,"7B"
"Małopolskie",3494,12.81,-2.97,1435,96.43,641,21.86,1141,6.3,277,5.84,"8-15","lipiec",2021,26,"7B"
"Mazowieckie",7148,16.47,-6.81,2730,113.67,1406,29.48,2464,8.74,548,6.81,"8-15","lipiec",2021,26,"7B"
"Opolskie",433,5.54,-5.34,173,50.74,69,9.69,157,2.99,34,2.25,"8-15","lipiec",2021,26,"7B"
"Podkarpackie",246,1.45,-1.47,112,13.45,46,2.65,70,0.61,18,0.61,"8-15","lipiec",2021,26,"7B"
"Podlaskie",530,5.65,-0.65,191,41.89,111,12.04,199,3.16,29,1.7,"8-15","lipiec",2021,26,"7B"
"Pomorskie",7510,40,-15.77,2939,279.33,1283,60.74,2702,21.9,586,17.91,"8-15","lipiec",2021,26,"7B"
"Śląskie",3421,9.52,0.34,1317,79.05,583,16.31,1195,5.06,326,4.59,"8-15","lipiec",2021,26,"7B"
"Świętokrzyskie",1091,11.14,-2.26,451,109.5,226,24.25,328,5.07,86,4.33,"8-15","lipiec",2021,26,"7B"
"Warmińsko-Mazurskie",432,3.81,-0.68,167,31.56,84,7.02,138,1.8,43,2.2,"8-15","lipiec",2021,26,"7B"
"Wielkopolskie",6098,21.8,-6.2,2231,146.48,1076,34.58,2376,12.84,415,8.59,"8-15","lipiec",2021,26,"7B"
"Zachodniopomorskie",335,2.48,-0.96,103,17.07,60,4.45,133,1.48,39,1.51,"8-15","lipiec",2021,26,"7B"
"Dolnośląskie",1334,6.59,-2.72,342,35.64,174,8.68,606,4.56,212,5.33,"16-22","lipiec",2021,27,"7C"
"Kujawsko-Pomorskie",1727,11.97,-0.46,483,70.92,316,21.06,750,7.8,178,6.74,"16-22","lipiec",2021,27,"7C"
"Lubelskie",760,5.18,-0.5,334,49.43,121,8.2,258,2.66,47,1.68,"16-22","lipiec",2021,27,"7C"
"Lubuskie",134,1.9,-0.62,40,12.13,25,3.36,65,1.39,4,0.31,"16-22","lipiec",2021,27,"7C"
"Łódzkie",1193,6.99,0.27,430,55.32,207,12.33,434,3.92,122,3.46,"16-22","lipiec",2021,27,"7C"
"Małopolskie",1871,7.84,-4.97,609,46.77,330,12.86,775,4.89,157,3.78,"16-22","lipiec",2021,27,"7C"
"Mazowieckie",6557,17.27,0.8,2523,120.06,1107,26.52,2365,9.59,562,7.98,"16-22","lipiec",2021,27,"7C"
"Opolskie",437,6.39,0.85,168,56.31,76,12.2,144,3.14,49,3.7,"16-22","lipiec",2021,27,"7C"
"Podkarpackie",151,1.02,-0.43,48,6.59,9,0.59,77,0.77,17,0.66,"16-22","lipiec",2021,27,"7C"
"Podlaskie",291,3.54,-2.1,107,26.82,61,7.56,103,1.87,20,1.34,"16-22","lipiec",2021,27,"7C"
"Pomorskie",5768,35.11,-4.89,2044,222.02,910,49.24,2325,21.54,489,17.08,"16-22","lipiec",2021,27,"7C"
"Śląskie",2567,8.16,-1.36,812,55.7,391,12.5,1094,5.3,270,4.34,"16-22","lipiec",2021,27,"7C"
"Świętokrzyskie",649,7.57,-3.57,295,81.86,107,13.12,177,3.13,70,4.03,"16-22","lipiec",2021,27,"7C"
"Warmińsko-Mazurskie",430,4.34,0.52,141,30.45,96,9.17,150,2.24,43,2.52,"16-22","lipiec",2021,27,"7C"
"Wielkopolskie",5529,22.59,0.79,1832,137.46,994,36.51,2174,13.43,529,12.51,"16-22","lipiec",2021,27,"7C"
"Zachodniopomorskie",312,2.64,0.16,69,13.07,57,4.84,149,1.9,37,1.63,"16-22","lipiec",2021,27,"7C"
"Dolnośląskie",1662,6.39,-0.2,440,35.66,220,8.53,771,4.51,231,4.52,"23-31","lipiec",2021,28,"7D"
"Kujawsko-Pomorskie",1632,8.79,-3.17,474,54.13,332,17.21,632,5.12,194,5.71,"23-31","lipiec",2021,28,"7D"
"Lubelskie",712,3.78,-1.41,321,36.95,102,5.38,241,1.93,48,1.33,"23-31","lipiec",2021,28,"7D"
"Lubuskie",141,1.56,-0.35,50,11.79,20,2.09,61,1.01,10,0.61,"23-31","lipiec",2021,28,"7D"
"Łódzkie",1135,5.17,-1.82,359,35.92,190,8.8,451,3.17,135,2.98,"23-31","lipiec",2021,28,"7D"
"Małopolskie",2476,8.07,0.23,999,59.67,430,13.04,847,4.15,200,3.75,"23-31","lipiec",2021,28,"7D"
"Mazowieckie",5730,11.74,-5.53,1962,72.62,977,18.21,2186,6.9,605,6.68,"23-31","lipiec",2021,28,"7D"
"Opolskie",447,5.08,-1.31,148,38.58,85,10.61,174,2.95,40,2.35,"23-31","lipiec",2021,28,"7D"
"Podkarpackie",169,0.89,-0.13,55,5.87,24,1.23,73,0.57,17,0.51,"23-31","lipiec",2021,28,"7D"
"Podlaskie",378,3.58,0.04,114,22.22,73,7.04,155,2.19,36,1.87,"23-31","lipiec",2021,28,"7D"
"Pomorskie",7436,35.21,0.09,2637,222.78,1199,50.46,2991,21.55,609,16.55,"23-31","lipiec",2021,28,"7D"
"Śląskie",3037,7.51,-0.65,1009,53.83,477,11.86,1268,4.78,283,3.54,"23-31","lipiec",2021,28,"7D"
"Świętokrzyskie",1327,12.04,4.47,381,82.23,226,21.56,558,7.67,162,7.25,"23-31","lipiec",2021,28,"7D"
"Warmińsko-Mazurskie",459,3.6,-0.74,144,24.19,69,5.13,190,2.21,56,2.55,"23-31","lipiec",2021,28,"7D"
"Wielkopolskie",5041,16.02,-6.57,1662,97,806,23.03,2118,10.17,455,8.37,"23-31","lipiec",2021,28,"7D"
"Zachodniopomorskie",276,1.82,-0.82,68,10.02,30,1.98,141,1.4,37,1.27,"23-31","lipiec",2021,28,"7D"
"Dolnośląskie",1458,7.2,0.82,381,39.71,204,10.17,674,5.07,199,5,"1-7","sierpień",2021,29,"8A"
"Kujawsko-Pomorskie",1385,9.6,0.8,406,59.61,265,17.66,564,5.87,150,5.68,"1-7","sierpień",2021,29,"8A"
"Lubelskie",480,3.27,-0.5,143,21.16,84,5.69,209,2.15,44,1.57,"1-7","sierpień",2021,29,"8A"
"Lubuskie",155,2.2,0.64,52,15.76,26,3.49,67,1.43,10,0.78,"1-7","sierpień",2021,29,"8A"
"Łódzkie",1099,6.44,1.27,345,44.39,187,11.14,463,4.18,104,2.95,"1-7","sierpień",2021,29,"8A"
"Małopolskie",1797,7.53,-0.54,523,40.17,243,9.47,886,5.59,145,3.49,"1-7","sierpień",2021,29,"8A"
"Mazowieckie",5449,14.35,2.61,1742,82.9,920,22.04,2212,8.97,575,8.16,"1-7","sierpień",2021,29,"8A"
"Opolskie",426,6.23,1.15,135,45.25,51,8.19,190,4.14,50,3.78,"1-7","sierpień",2021,29,"8A"
"Podkarpackie",243,1.64,0.75,51,7,34,2.24,121,1.21,37,1.44,"1-7","sierpień",2021,29,"8A"
"Podlaskie",259,3.15,-0.43,79,19.8,49,6.07,106,1.92,25,1.67,"1-7","sierpień",2021,29,"8A"
"Pomorskie",5992,36.48,1.27,1966,213.55,996,53.89,2505,23.2,525,18.34,"1-7","sierpień",2021,29,"8A"
"Śląskie",2984,9.49,1.98,942,64.62,440,14.07,1326,6.42,276,4.44,"1-7","sierpień",2021,29,"8A"
"Świętokrzyskie",407,4.75,-7.29,102,28.3,75,9.2,185,3.27,45,2.59,"1-7","sierpień",2021,29,"8A"
"Warmińsko-Mazurskie",408,4.11,0.51,120,25.92,74,7.07,170,2.54,44,2.58,"1-7","sierpień",2021,29,"8A"
"Wielkopolskie",4115,16.81,0.79,1313,98.52,622,22.85,1809,11.17,371,8.77,"1-7","sierpień",2021,29,"8A"
"Zachodniopomorskie",279,2.36,0.54,80,15.15,55,4.67,108,1.38,36,1.59,"1-7","sierpień",2021,29,"8A"
"Dolnośląskie",1080,4.67,-2.53,256,23.34,174,7.59,476,3.13,174,3.83,"8-15","sierpień",2021,30,"8B"
"Kujawsko-Pomorskie",1608,9.75,0.15,467,60,267,15.57,709,6.46,165,5.46,"8-15","sierpień",2021,30,"8B"
"Lubelskie",479,2.86,-0.42,153,19.81,68,4.03,213,1.92,45,1.41,"8-15","sierpień",2021,30,"8B"
"Lubuskie",145,1.8,-0.4,40,10.61,25,2.94,68,1.27,12,0.82,"8-15","sierpień",2021,30,"8B"
"Łódzkie",725,3.72,-2.72,214,24.09,101,5.26,338,2.67,72,1.79,"8-15","sierpień",2021,30,"8B"
"Małopolskie",1932,7.08,-0.45,641,43.08,304,10.37,836,4.61,151,3.18,"8-15","sierpień",2021,30,"8B"
"Mazowieckie",4556,10.5,-3.85,1450,60.38,787,16.5,1876,6.66,443,5.5,"8-15","sierpień",2021,30,"8B"
"Opolskie",464,5.94,-0.29,148,43.4,58,8.15,208,3.96,50,3.31,"8-15","sierpień",2021,30,"8B"
"Podkarpackie",229,1.35,-0.29,81,9.73,21,1.21,110,0.96,17,0.58,"8-15","sierpień",2021,30,"8B"
"Podlaskie",343,3.65,0.5,131,28.73,67,7.26,116,1.84,29,1.7,"8-15","sierpień",2021,30,"8B"
"Pomorskie",5726,30.5,-5.98,1892,179.82,900,42.61,2495,20.22,439,13.42,"8-15","sierpień",2021,30,"8B"
"Śląskie",2272,6.32,-3.17,644,38.65,308,8.62,1035,4.39,285,4.01,"8-15","sierpień",2021,30,"8B"
"Świętokrzyskie",615,6.28,1.53,306,74.3,175,18.78,123,1.9,11,0.55,"8-15","sierpień",2021,30,"8B"
"Warmińsko-Mazurskie",443,3.91,-0.21,128,24.19,68,5.68,209,2.73,38,1.95,"8-15","sierpień",2021,30,"8B"
"Wielkopolskie",3398,12.15,-4.66,990,65,559,17.97,1592,8.6,257,5.32,"8-15","sierpień",2021,30,"8B"
"Zachodniopomorskie",274,2.03,-0.33,74,12.26,38,2.82,136,1.52,26,1,"8-15","sierpień",2021,30,"8B"
"Dolnośląskie",1301,6.43,1.76,300,31.26,176,8.78,616,4.63,209,5.25,"16-22","sierpień",2021,31,"8C"
"Kujawsko-Pomorskie",1896,13.14,3.39,529,77.67,332,22.12,811,8.44,224,8.48,"16-22","sierpień",2021,31,"8C"
"Lubelskie",575,3.92,1.06,175,25.9,96,6.51,249,2.56,55,1.96,"16-22","sierpień",2021,31,"8C"
"Lubuskie",145,2.06,0.26,44,13.34,29,3.89,60,1.28,12,0.93,"16-22","sierpień",2021,31,"8C"
"Łódzkie",855,5.01,1.29,211,27.15,149,8.87,406,3.66,89,2.52,"16-22","sierpień",2021,31,"8C"
"Małopolskie",1661,6.96,-0.12,547,42.01,241,9.39,726,4.58,147,3.54,"16-22","sierpień",2021,31,"8C"
"Mazowieckie",5126,13.5,3,1563,74.38,817,19.57,2262,9.17,484,6.87,"16-22","sierpień",2021,31,"8C"
"Opolskie",259,3.79,-2.15,69,23.13,34,5.46,118,2.57,38,2.87,"16-22","sierpień",2021,31,"8C"
"Podkarpackie",189,1.27,-0.08,56,7.68,22,1.45,96,0.96,15,0.58,"16-22","sierpień",2021,31,"8C"
"Podlaskie",436,5.31,1.65,170,42.61,72,8.92,167,3.03,27,1.8,"16-22","sierpień",2021,31,"8C"
"Pomorskie",6596,40.15,9.65,2478,269.16,1022,55.3,2663,24.67,433,15.13,"16-22","sierpień",2021,31,"8C"
"Śląskie",2294,7.29,0.97,670,45.96,344,11,1004,4.86,276,4.44,"16-22","sierpień",2021,31,"8C"
"Świętokrzyskie",872,10.17,3.89,296,82.14,127,15.58,347,6.13,102,5.87,"16-22","sierpień",2021,31,"8C"
"Warmińsko-Mazurskie",415,4.19,0.28,142,30.67,72,6.88,150,2.24,51,2.99,"16-22","sierpień",2021,31,"8C"
"Wielkopolskie",4566,18.66,6.51,1294,97.1,778,28.58,2001,12.36,493,11.66,"16-22","sierpień",2021,31,"8C"
"Zachodniopomorskie",240,2.03,0,66,12.5,38,3.22,115,1.47,21,0.93,"16-22","sierpień",2021,31,"8C"
"Dolnośląskie",1724,6.63,0.2,359,29.1,275,10.67,852,4.98,238,4.65,"23-31","sierpień",2021,32,"8D"
"Kujawsko-Pomorskie",3318,17.88,4.74,879,100.38,618,32.03,1526,12.35,295,8.68,"23-31","sierpień",2021,32,"8D"
"Lubelskie",1044,5.54,1.62,320,36.83,187,9.86,449,3.59,88,2.44,"23-31","sierpień",2021,32,"8D"
"Lubuskie",273,3.01,0.96,71,16.74,42,4.39,127,2.11,33,2,"23-31","sierpień",2021,32,"8D"
"Łódzkie",1049,4.78,-0.23,281,28.12,170,7.88,488,3.43,110,2.43,"23-31","sierpień",2021,32,"8D"
"Małopolskie",2866,9.34,2.38,864,51.61,459,13.92,1287,6.31,256,4.8,"23-31","sierpień",2021,32,"8D"
"Mazowieckie",7384,15.12,1.63,2202,81.5,1144,21.32,3346,10.56,692,7.64,"23-31","sierpień",2021,32,"8D"
"Opolskie",549,6.25,2.46,177,46.14,80,9.99,245,4.15,47,2.76,"23-31","sierpień",2021,32,"8D"
"Podkarpackie",239,1.25,-0.02,60,6.4,25,1.28,138,1.07,16,0.48,"23-31","sierpień",2021,32,"8D"
"Podlaskie",603,5.71,0.4,216,42.11,119,11.47,227,3.2,41,2.13,"23-31","sierpień",2021,32,"8D"
"Pomorskie",10758,50.94,10.78,3886,328.3,1687,71,4420,31.84,765,20.79,"23-31","sierpień",2021,32,"8D"
