"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","tydz","data"
"Pomorskie",466,2.61,0.89,87,8.31,71,3.74,227,1.78,81,3.7,"2011_06B","8_do_15_czerwca_2011"
"Śląskie",721,1.94,-1.67,153,8.5,150,4.47,387,1.45,31,0.59,"2011_06B","8_do_15_czerwca_2011"
"Świętokrzyskie",1,0.01,0.01,0,0,0,0,1,0.01,0,0,"2011_06B","8_do_15_czerwca_2011"
"Warmińsko-Mazurskie",318,2.78,0.29,131,20.93,74,6.05,102,1.24,11,0.82,"2011_06B","8_do_15_czerwca_2011"
"Wielkopolskie",2003,7.33,0.77,556,35.75,501,17.62,832,4.23,114,3.52,"2011_06B","8_do_15_czerwca_2011"
"Zachodniopomorskie",87,0.64,-0.49,20,2.9,18,1.35,41,0.42,8,0.48,"2011_06B","8_do_15_czerwca_2011"
"Dolnośląskie",484,2.4,1.28,117,11.79,139,7.6,200,1.37,28,1.03,"2011_06C","16_do_22_czerwca_2011"
"Kujawsko-Pomorskie",67,0.46,-0.18,23,2.99,20,1.34,19,0.18,5,0.27,"2011_06C","16_do_22_czerwca_2011"
"Lubelskie",148,0.98,-0.12,44,5.75,47,3.02,50,0.47,7,0.32,"2011_06C","16_do_22_czerwca_2011"
"Lubuskie",2,0.03,-0.01,0,0,0,0,2,0.04,0,0,"2011_06C","16_do_22_czerwca_2011"
"Łódzkie",188,1.06,-0.03,41,4.79,62,3.8,78,0.62,7,0.26,"2011_06C","16_do_22_czerwca_2011"
"Małopolskie",821,3.55,1.25,207,16.74,182,7.42,348,2.14,84,2.67,"2011_06C","16_do_22_czerwca_2011"
"Mazowieckie",1919,5.24,-1.44,474,23.85,477,13.39,833,3.23,135,2.54,"2011_06C","16_do_22_czerwca_2011"
"Opolskie",151,2.09,-0.08,34,11.06,19,2.87,90,1.73,8,0.78,"2011_06C","16_do_22_czerwca_2011"
"Podkarpackie",296,2.01,1.43,122,16.3,86,5.35,86,0.82,2,0.1,"2011_06C","16_do_22_czerwca_2011"
"Podlaskie",222,2.67,0.4,59,14.65,49,5.82,89,1.52,25,2.03,"2011_06C","16_do_22_czerwca_2011"
"Pomorskie",404,2.58,-0.02,129,14.09,83,5,169,1.52,23,1.2,"2011_06C","16_do_22_czerwca_2011"
"Śląskie",556,1.71,-0.23,135,8.57,119,4.05,268,1.15,34,0.73,"2011_06C","16_do_22_czerwca_2011"
"Świętokrzyskie",1,0.01,0,0,0,0,0,1,0.02,0,0,"2011_06C","16_do_22_czerwca_2011"
"Warmińsko-Mazurskie",262,2.62,-0.16,87,15.89,80,7.48,81,1.13,14,1.19,"2011_06C","16_do_22_czerwca_2011"
"Wielkopolskie",1568,6.56,-0.77,541,39.75,356,14.31,597,3.47,74,2.61,"2011_06C","16_do_22_czerwca_2011"
"Zachodniopomorskie",84,0.71,0.07,33,5.47,9,0.77,38,0.44,4,0.27,"2011_06C","16_do_22_czerwca_2011"
"Dolnośląskie",493,2.14,-0.92,171,15.07,149,7.13,159,0.95,14,0.45,"2011_06D","23_do_30_czerwca_2011"
"Kujawsko-Pomorskie",39,0.24,-0.23,8,0.91,6,0.35,20,0.17,5,0.24,"2011_06D","23_do_30_czerwca_2011"
"Lubelskie",168,0.97,-0.01,36,4.11,50,2.81,71,0.59,11,0.44,"2011_06D","23_do_30_czerwca_2011"
"Lubuskie",2,0.02,0,0,0,0,0,2,0.03,0,0,"2011_06D","23_do_30_czerwca_2011"
"Łódzkie",161,0.79,-0.27,40,4.09,38,2.04,67,0.46,16,0.53,"2011_06D","23_do_30_czerwca_2011"
"Małopolskie",1148,4.34,0.79,202,14.29,168,5.99,681,3.66,97,2.69,"2011_06D","23_do_30_czerwca_2011"
"Mazowieckie",2220,5.3,0.06,550,24.22,459,11.27,979,3.33,232,3.82,"2011_06D","23_do_30_czerwca_2011"
"Opolskie",104,1.26,-0.83,17,4.84,12,1.58,61,1.02,14,1.19,"2011_06D","23_do_30_czerwca_2011"
"Podkarpackie",296,1.76,-0.25,113,13.21,85,4.63,90,0.76,8,0.36,"2011_06D","23_do_30_czerwca_2011"
"Podlaskie",271,2.85,0.18,99,21.5,55,5.72,104,1.56,13,0.93,"2011_06D","23_do_30_czerwca_2011"
"Pomorskie",212,1.19,-1.4,36,3.44,31,1.63,108,0.85,37,1.69,"2011_06D","23_do_30_czerwca_2011"
"Śląskie",582,1.57,-0.14,134,7.45,146,4.35,278,1.04,24,0.45,"2011_06D","23_do_30_czerwca_2011"
"Świętokrzyskie",0,0,-0.01,0,0,0,0,0,0,0,0,"2011_06D","23_do_30_czerwca_2011"
"Warmińsko-Mazurskie",286,2.5,-0.12,125,19.98,63,5.15,91,1.11,7,0.52,"2011_06D","23_do_30_czerwca_2011"
"Wielkopolskie",1587,5.81,-0.75,519,33.37,387,13.61,559,2.84,122,3.76,"2011_06D","23_do_30_czerwca_2011"
"Zachodniopomorskie",96,0.71,0,37,5.37,22,1.65,31,0.31,6,0.36,"2011_06D","23_do_30_czerwca_2011"
"Dolnośląskie",337,1.67,-0.47,129,12.8,78,4.31,122,0.83,8,0.3,"2011_07A","1_do_7_lipca_2011"
"Kujawsko-Pomorskie",81,0.56,0.32,11,1.42,11,0.75,45,0.43,14,0.77,"2011_07A","1_do_7_lipca_2011"
"Lubelskie",61,0.4,-0.57,21,2.73,15,0.98,21,0.2,4,0.18,"2011_07A","1_do_7_lipca_2011"
"Lubuskie",0,0,-0.02,0,0,0,0,0,0,0,0,"2011_07A","1_do_7_lipca_2011"
"Łódzkie",222,1.25,0.46,58,6.71,77,4.77,72,0.57,15,0.56,"2011_07A","1_do_7_lipca_2011"
"Małopolskie",470,2.03,-2.31,90,7.18,94,3.87,230,1.41,56,1.77,"2011_07A","1_do_7_lipca_2011"
"Mazowieckie",1627,4.43,-0.86,340,16.8,341,9.62,764,2.96,182,3.41,"2011_07A","1_do_7_lipca_2011"
"Opolskie",119,1.65,0.39,18,5.8,27,4.14,63,1.21,11,1.07,"2011_07A","1_do_7_lipca_2011"
"Podkarpackie",256,1.74,-0.02,88,11.69,109,6.88,55,0.53,4,0.21,"2011_07A","1_do_7_lipca_2011"
"Podlaskie",46,0.55,-2.3,15,3.69,8,0.97,19,0.32,4,0.33,"2011_07A","1_do_7_lipca_2011"
"Pomorskie",333,2.12,0.94,133,14.33,55,3.33,111,0.99,34,1.77,"2011_07A","1_do_7_lipca_2011"
"Śląskie",766,2.36,0.79,163,10.18,194,6.68,379,1.63,30,0.65,"2011_07A","1_do_7_lipca_2011"
"Świętokrzyskie",0,0,0,0,0,0,0,0,0,0,0,"2011_07A","1_do_7_lipca_2011"
"Warmińsko-Mazurskie",179,1.79,-0.71,76,13.81,36,3.41,55,0.76,12,1.02,"2011_07A","1_do_7_lipca_2011"
"Wielkopolskie",1235,5.16,-0.64,394,28.59,250,10.12,500,2.9,91,3.2,"2011_07A","1_do_7_lipca_2011"
"Zachodniopomorskie",69,0.58,-0.13,29,4.78,15,1.3,21,0.24,4,0.27,"2011_07A","1_do_7_lipca_2011"
"Dolnośląskie",338,1.47,-0.2,119,10.34,71,3.43,129,0.77,19,0.61,"2011_07B","8_do_15_lipca_2011"
"Kujawsko-Pomorskie",80,0.48,-0.08,25,2.82,10,0.59,35,0.29,10,0.48,"2011_07B","8_do_15_lipca_2011"
"Lubelskie",151,0.88,0.47,24,2.73,28,1.59,87,0.72,12,0.48,"2011_07B","8_do_15_lipca_2011"
"Lubuskie",3,0.04,0.04,0,0,0,0,3,0.05,0,0,"2011_07B","8_do_15_lipca_2011"
"Łódzkie",238,1.17,-0.08,33,3.34,28,1.52,139,0.97,38,1.25,"2011_07B","8_do_15_lipca_2011"
"Małopolskie",397,1.5,-0.53,80,5.58,72,2.59,208,1.12,37,1.02,"2011_07B","8_do_15_lipca_2011"
"Mazowieckie",1659,3.96,-0.48,429,18.54,262,6.47,809,2.74,159,2.61,"2011_07B","8_do_15_lipca_2011"
"Opolskie",82,1,-0.66,22,6.2,14,1.88,36,0.6,10,0.85,"2011_07B","8_do_15_lipca_2011"
"Podkarpackie",230,1.37,-0.37,83,9.65,83,4.58,63,0.53,1,0.05,"2011_07B","8_do_15_lipca_2011"
"Podlaskie",169,1.78,1.22,32,6.89,34,3.59,95,1.42,8,0.57,"2011_07B","8_do_15_lipca_2011"
"Pomorskie",396,2.21,0.09,125,11.78,63,3.34,175,1.37,33,1.5,"2011_07B","8_do_15_lipca_2011"
"Śląskie",258,0.7,-1.66,50,2.73,26,0.78,158,0.59,24,0.45,"2011_07B","8_do_15_lipca_2011"
"Świętokrzyskie",0,0,0,0,0,0,0,0,0,0,0,"2011_07B","8_do_15_lipca_2011"
"Warmińsko-Mazurskie",125,1.09,-0.7,47,7.47,28,2.32,45,0.55,5,0.37,"2011_07B","8_do_15_lipca_2011"
"Wielkopolskie",1048,3.83,-1.33,338,21.46,180,6.37,444,2.25,86,2.65,"2011_07B","8_do_15_lipca_2011"
"Zachodniopomorskie",89,0.66,0.07,25,3.6,9,0.68,45,0.46,10,0.6,"2011_07B","8_do_15_lipca_2011"
"Dolnośląskie",254,1.26,-0.21,77,7.64,57,3.15,96,0.66,24,0.89,"2011_07C","16_do_22_lipca_2011"
"Kujawsko-Pomorskie",25,0.17,-0.31,10,1.29,5,0.34,4,0.04,6,0.33,"2011_07C","16_do_22_lipca_2011"
"Lubelskie",148,0.98,0.11,40,5.2,35,2.28,55,0.52,18,0.82,"2011_07C","16_do_22_lipca_2011"
"Lubuskie",2,0.03,-0.01,0,0,0,0,2,0.04,0,0,"2011_07C","16_do_22_lipca_2011"
"Łódzkie",217,1.22,0.05,27,3.12,27,1.67,127,1.01,36,1.35,"2011_07C","16_do_22_lipca_2011"
"Małopolskie",397,1.71,0.21,76,6.06,66,2.72,191,1.17,64,2.02,"2011_07C","16_do_22_lipca_2011"
"Mazowieckie",1153,3.14,-0.81,305,15.07,253,7.14,494,1.91,101,1.89,"2011_07C","16_do_22_lipca_2011"
"Opolskie",70,0.97,-0.02,7,2.26,5,0.77,48,0.92,10,0.97,"2011_07C","16_do_22_lipca_2011"
"Podkarpackie",137,0.93,-0.44,41,5.45,63,3.97,31,0.3,2,0.1,"2011_07C","16_do_22_lipca_2011"
"Podlaskie",64,0.77,-1.01,16,3.94,10,1.21,33,0.56,5,0.41,"2011_07C","16_do_22_lipca_2011"
"Pomorskie",65,0.41,-1.8,16,1.72,9,0.54,22,0.2,18,0.94,"2011_07C","16_do_22_lipca_2011"
"Śląskie",531,1.64,0.94,156,9.75,108,3.72,245,1.05,22,0.47,"2011_07C","16_do_22_lipca_2011"
"Świętokrzyskie",0,0,0,0,0,0,0,0,0,0,0,"2011_07C","16_do_22_lipca_2011"
"Warmińsko-Mazurskie",160,1.6,0.51,51,9.26,33,3.12,65,0.9,11,0.93,"2011_07C","16_do_22_lipca_2011"
"Wielkopolskie",930,3.89,0.05,267,19.37,178,7.2,403,2.34,82,2.88,"2011_07C","16_do_22_lipca_2011"
"Zachodniopomorskie",71,0.6,-0.06,17,2.8,11,0.95,36,0.42,7,0.48,"2011_07C","16_do_22_lipca_2011"
"Dolnośląskie",298,1.15,-0.11,92,7.1,67,2.88,124,0.66,15,0.43,"2011_07D","23_do_31_lipca_2011"
"Kujawsko-Pomorskie",32,0.17,0,9,0.9,6,0.32,7,0.05,10,0.43,"2011_07D","23_do_31_lipca_2011"
"Lubelskie",70,0.36,-0.62,11,1.11,21,1.06,35,0.26,3,0.11,"2011_07D","23_do_31_lipca_2011"
"Lubuskie",2,0.02,-0.01,1,0.2,0,0,1,0.02,0,0,"2011_07D","23_do_31_lipca_2011"
"Łódzkie",178,0.78,-0.44,27,2.43,23,1.11,92,0.57,36,1.05,"2011_07D","23_do_31_lipca_2011"
"Małopolskie",361,1.21,-0.5,65,4.03,60,1.92,192,0.92,44,1.08,"2011_07D","23_do_31_lipca_2011"
"Mazowieckie",1064,2.25,-0.89,218,8.38,184,4.04,566,1.71,96,1.4,"2011_07D","23_do_31_lipca_2011"
"Opolskie",90,0.97,0,17,4.26,7,0.84,53,0.79,13,0.98,"2011_07D","23_do_31_lipca_2011"
"Podkarpackie",10,0.05,-0.88,2,0.21,1,0.05,7,0.05,0,0,"2011_07D","23_do_31_lipca_2011"
"Podlaskie",30,0.28,-0.49,5,0.96,4,0.38,17,0.23,4,0.25,"2011_07D","23_do_31_lipca_2011"
"Pomorskie",72,0.36,-0.06,13,1.09,12,0.56,44,0.31,3,0.12,"2011_07D","23_do_31_lipca_2011"
"Śląskie",358,0.86,-0.78,74,3.6,45,1.2,215,0.72,24,0.4,"2011_07D","23_do_31_lipca_2011"
"Świętokrzyskie",0,0,0,0,0,0,0,0,0,0,0,"2011_07D","23_do_31_lipca_2011"
"Warmińsko-Mazurskie",166,1.29,-0.31,43,6.08,43,3.17,72,0.78,8,0.53,"2011_07D","23_do_31_lipca_2011"
"Wielkopolskie",991,3.22,-0.67,302,17.04,185,5.82,413,1.86,91,2.49,"2011_07D","23_do_31_lipca_2011"
"Zachodniopomorskie",90,0.59,-0.01,23,2.95,10,0.68,47,0.42,10,0.53,"2011_07D","23_do_31_lipca_2011"
"Dolnośląskie",111,0.55,-0.6,38,3.77,23,1.27,44,0.3,6,0.22,"2011_08A","1_do_7_sierpnia_2011"
"Kujawsko-Pomorskie",45,0.31,0.14,8,1.03,7,0.48,22,0.21,8,0.44,"2011_08A","1_do_7_sierpnia_2011"
"Lubelskie",60,0.4,0.04,12,1.56,10,0.65,35,0.33,3,0.14,"2011_08A","1_do_7_sierpnia_2011"
"Lubuskie",2,0.03,0.01,0,0,0,0,2,0.04,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Łódzkie",110,0.62,-0.16,14,1.62,17,1.05,48,0.38,31,1.16,"2011_08A","1_do_7_sierpnia_2011"
"Małopolskie",289,1.25,0.04,64,5.1,57,2.35,140,0.86,28,0.88,"2011_08A","1_do_7_sierpnia_2011"
"Mazowieckie",1209,3.29,1.04,305,15.07,216,6.09,562,2.18,126,2.36,"2011_08A","1_do_7_sierpnia_2011"
"Opolskie",51,0.71,-0.26,8,2.58,7,1.07,26,0.5,10,0.97,"2011_08A","1_do_7_sierpnia_2011"
"Podkarpackie",234,1.59,1.54,86,11.43,73,4.61,67,0.64,8,0.41,"2011_08A","1_do_7_sierpnia_2011"
"Podlaskie",27,0.32,0.04,5,1.23,6,0.72,13,0.22,3,0.24,"2011_08A","1_do_7_sierpnia_2011"
"Pomorskie",435,2.77,2.34,198,21.33,91,5.51,133,1.19,13,0.68,"2011_08A","1_do_7_sierpnia_2011"
"Śląskie",320,0.99,0.13,84,5.25,60,2.06,153,0.66,23,0.49,"2011_08A","1_do_7_sierpnia_2011"
"Świętokrzyskie",0,0,0,0,0,0,0,0,0,0,0,"2011_08A","1_do_7_sierpnia_2011"
"Warmińsko-Mazurskie",61,0.61,-0.68,26,4.72,11,1.04,20,0.28,4,0.34,"2011_08A","1_do_7_sierpnia_2011"
"Wielkopolskie",873,3.65,0.43,253,18.36,174,7.04,370,2.15,76,2.67,"2011_08A","1_do_7_sierpnia_2011"
"Zachodniopomorskie",80,0.68,0.08,25,4.12,17,1.48,30,0.35,8,0.55,"2011_08A","1_do_7_sierpnia_2011"
"Dolnośląskie",313,1.36,0.81,99,8.6,75,3.62,120,0.72,19,0.61,"2011_08B","8_do_15_sierpnia_2011"
"Kujawsko-Pomorskie",22,0.13,-0.18,1,0.11,1,0.06,20,0.17,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Lubelskie",73,0.42,0.03,17,1.93,19,1.08,29,0.24,8,0.32,"2011_08B","8_do_15_sierpnia_2011"
"Lubuskie",1,0.01,-0.02,0,0,0,0,1,0.02,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Łódzkie",115,0.57,-0.05,15,1.52,12,0.65,52,0.36,36,1.18,"2011_08B","8_do_15_sierpnia_2011"
"Małopolskie",288,1.09,-0.16,70,4.88,40,1.44,150,0.8,28,0.77,"2011_08B","8_do_15_sierpnia_2011"
"Mazowieckie",794,1.89,-1.4,179,7.74,106,2.62,432,1.47,77,1.26,"2011_08B","8_do_15_sierpnia_2011"
"Opolskie",26,0.32,-0.39,4,1.13,3,0.4,17,0.29,2,0.17,"2011_08B","8_do_15_sierpnia_2011"
"Podkarpackie",1,0.01,-1.58,0,0,0,0,1,0.01,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Podlaskie",70,0.74,0.41,28,6.03,10,1.06,26,0.39,6,0.43,"2011_08B","8_do_15_sierpnia_2011"
"Pomorskie",301,1.68,-1.09,110,10.37,43,2.28,115,0.9,33,1.5,"2011_08B","8_do_15_sierpnia_2011"
"Śląskie",285,0.77,-0.22,72,3.94,46,1.38,134,0.5,33,0.62,"2011_08B","8_do_15_sierpnia_2011"
"Świętokrzyskie",0,0,0,0,0,0,0,0,0,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Warmińsko-Mazurskie",21,0.18,-0.43,9,1.43,4,0.33,8,0.1,0,0,"2011_08B","8_do_15_sierpnia_2011"
"Wielkopolskie",827,3.02,-0.62,266,16.89,150,5.31,355,1.8,56,1.72,"2011_08B","8_do_15_sierpnia_2011"
"Zachodniopomorskie",84,0.62,-0.05,19,2.74,7,0.53,51,0.52,7,0.42,"2011_08B","8_do_15_sierpnia_2011"
"Dolnośląskie",342,1.7,0.34,105,10.42,78,4.31,153,1.05,6,0.22,"2011_08C","16_do_22_sierpnia_2011"
"Kujawsko-Pomorskie",59,0.41,0.27,8,1.03,7,0.48,30,0.29,14,0.77,"2011_08C","16_do_22_sierpnia_2011"
"Lubelskie",59,0.39,-0.03,20,2.6,9,0.59,26,0.25,4,0.18,"2011_08C","16_do_22_sierpnia_2011"
"Lubuskie",2,0.03,0.02,0,0,0,0,2,0.04,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Łódzkie",84,0.47,-0.09,12,1.39,16,0.99,42,0.33,14,0.53,"2011_08C","16_do_22_sierpnia_2011"
"Małopolskie",253,1.09,0,50,3.99,44,1.81,131,0.8,28,0.88,"2011_08C","16_do_22_sierpnia_2011"
"Mazowieckie",1203,3.28,1.38,323,15.96,141,3.98,611,2.37,128,2.4,"2011_08C","16_do_22_sierpnia_2011"
"Opolskie",39,0.54,0.23,12,3.87,3,0.46,21,0.4,3,0.29,"2011_08C","16_do_22_sierpnia_2011"
"Podkarpackie",1,0.01,0,0,0,0,0,1,0.01,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Podlaskie",42,0.5,-0.23,14,3.45,10,1.21,17,0.29,1,0.08,"2011_08C","16_do_22_sierpnia_2011"
"Pomorskie",120,0.77,-0.91,23,2.48,15,0.91,65,0.58,17,0.89,"2011_08C","16_do_22_sierpnia_2011"
"Śląskie",411,1.27,0.5,95,5.94,68,2.34,208,0.89,40,0.86,"2011_08C","16_do_22_sierpnia_2011"
"Świętokrzyskie",0,0,0,0,0,0,0,0,0,0,0,"2011_08C","16_do_22_sierpnia_2011"
"Warmińsko-Mazurskie",152,1.52,1.34,64,11.63,25,2.37,58,0.8,5,0.42,"2011_08C","16_do_22_sierpnia_2011"
"Wielkopolskie",891,3.72,0.7,250,18.14,156,6.31,410,2.38,75,2.64,"2011_08C","16_do_22_sierpnia_2011"
"Zachodniopomorskie",88,0.74,0.12,23,3.79,8,0.69,42,0.49,15,1.02,"2011_08C","16_do_22_sierpnia_2011"
"Dolnośląskie",421,1.63,-0.07,149,11.5,103,4.42,151,0.8,18,0.52,"2011_08D","23_do_31_sierpnia_2011"
"Kujawsko-Pomorskie",70,0.38,-0.03,12,1.2,7,0.37,31,0.23,20,0.85,"2011_08D","23_do_31_sierpnia_2011"
"Lubelskie",117,0.6,0.21,14,1.42,25,1.27,63,0.46,15,0.53,"2011_08D","23_do_31_sierpnia_2011"
"Lubuskie",0,0,-0.03,0,0,0,0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Łódzkie",88,0.39,-0.09,9,0.81,17,0.82,31,0.19,31,0.91,"2011_08D","23_do_31_sierpnia_2011"
"Małopolskie",256,0.86,-0.23,54,3.35,53,1.7,123,0.59,26,0.64,"2011_08D","23_do_31_sierpnia_2011"
"Mazowieckie",1383,2.93,-0.35,340,13.06,238,5.22,698,2.1,107,1.56,"2011_08D","23_do_31_sierpnia_2011"
"Opolskie",49,0.53,-0.01,7,1.75,6,0.72,31,0.46,5,0.38,"2011_08D","23_do_31_sierpnia_2011"
"Podkarpackie",0,0,-0.01,0,0,0,0,0,0,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Podlaskie",101,0.94,0.44,37,7.08,14,1.31,42,0.56,8,0.51,"2011_08D","23_do_31_sierpnia_2011"
"Pomorskie",132,0.65,-0.11,24,2.01,15,0.71,78,0.54,15,0.61,"2011_08D","23_do_31_sierpnia_2011"
"Śląskie",282,0.68,-0.59,73,3.55,49,1.31,143,0.48,17,0.28,"2011_08D","23_do_31_sierpnia_2011"
"Świętokrzyskie",1,0.01,0.01,0,0,0,0,1,0.01,0,0,"2011_08D","23_do_31_sierpnia_2011"
"Warmińsko-Mazurskie",117,0.91,-0.61,38,5.37,27,1.99,50,0.54,2,0.13,"2011_08D","23_do_31_sierpnia_2011"
"Wielkopolskie",1046,3.4,-0.32,303,17.1,183,5.76,450,2.03,110,3.01,"2011_08D","23_do_31_sierpnia_2011"
"Zachodniopomorskie",94,0.62,-0.13,19,2.43,5,0.34,55,0.5,15,0.8,"2011_08D","23_do_31_sierpnia_2011"
"Dolnośląskie",402,2,0.37,121,12.01,127,7.01,138,0.94,16,0.59,"2011_09A","1_do_7_września_2011"
"Kujawsko-Pomorskie",85,0.59,0.21,13,1.67,14,0.95,45,0.43,13,0.71,"2011_09A","1_do_7_września_2011"
"Lubelskie",113,0.75,0.15,36,4.68,26,1.69,48,0.45,3,0.14,"2011_09A","1_do_7_września_2011"
"Lubuskie",0,0,0,0,0,0,0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Łódzkie",39,0.22,-0.17,8,0.93,4,0.25,23,0.18,4,0.15,"2011_09A","1_do_7_września_2011"
"Małopolskie",529,2.28,1.42,138,11,96,3.95,259,1.59,36,1.14,"2011_09A","1_do_7_września_2011"
"Mazowieckie",1543,4.2,1.27,355,17.54,247,6.97,809,3.14,132,2.48,"2011_09A","1_do_7_września_2011"
"Opolskie",93,1.29,0.76,19,6.12,16,2.45,32,0.61,26,2.53,"2011_09A","1_do_7_września_2011"
"Podkarpackie",122,0.83,0.83,34,4.52,26,1.64,45,0.43,17,0.88,"2011_09A","1_do_7_września_2011"
"Podlaskie",52,0.63,-0.32,14,3.45,8,0.97,20,0.34,10,0.81,"2011_09A","1_do_7_września_2011"
"Pomorskie",223,1.42,0.77,30,3.23,28,1.69,122,1.09,43,2.24,"2011_09A","1_do_7_września_2011"
"Śląskie",368,1.13,0.46,86,5.37,56,1.93,198,0.85,28,0.6,"2011_09A","1_do_7_września_2011"
"Świętokrzyskie",0,0,-0.01,0,0,0,0,0,0,0,0,"2011_09A","1_do_7_września_2011"
"Warmińsko-Mazurskie",71,0.71,-0.2,26,4.72,17,1.61,26,0.36,2,0.17,"2011_09A","1_do_7_września_2011"
"Wielkopolskie",1238,5.17,1.77,457,33.16,227,9.19,467,2.71,87,3.06,"2011_09A","1_do_7_września_2011"
"Zachodniopomorskie",122,1.03,0.41,31,5.11,8,0.69,66,0.76,17,1.16,"2011_09A","1_do_7_września_2011"
"Dolnośląskie",1013,4.4,2.4,289,25.1,418,20.2,292,1.75,14,0.45,"2011_09B","8_do_15_września_2011"
"Kujawsko-Pomorskie",85,0.51,-0.07,35,3.94,25,1.48,25,0.21,0,0,"2011_09B","8_do_15_września_2011"
"Lubelskie",250,1.45,0.7,96,10.92,68,3.87,70,0.58,16,0.64,"2011_09B","8_do_15_września_2011"
"Lubuskie",0,0,0,0,0,0,0,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Łódzkie",211,1.04,0.82,36,3.64,40,2.17,78,0.54,57,1.87,"2011_09B","8_do_15_września_2011"
"Małopolskie",1811,6.84,4.56,512,35.73,453,16.32,763,4.09,83,2.29,"2011_09B","8_do_15_września_2011"
"Mazowieckie",2711,6.46,2.26,766,33.11,603,14.88,1155,3.92,187,3.07,"2011_09B","8_do_15_września_2011"
"Opolskie",161,1.96,0.66,24,6.77,26,3.49,89,1.49,22,1.88,"2011_09B","8_do_15_września_2011"
"Podkarpackie",49,0.29,-0.54,21,2.44,12,0.66,16,0.13,0,0,"2011_09B","8_do_15_września_2011"
"Podlaskie",127,1.34,0.71,45,9.69,35,3.7,42,0.63,5,0.36,"2011_09B","8_do_15_września_2011"
"Pomorskie",309,1.72,0.3,117,11.03,51,2.7,129,1.01,12,0.55,"2011_09B","8_do_15_września_2011"
"Śląskie",765,2.06,0.93,255,13.94,153,4.61,316,1.19,41,0.77,"2011_09B","8_do_15_września_2011"
"Świętokrzyskie",1,0.01,0.01,0,0,1,0.1,0,0,0,0,"2011_09B","8_do_15_września_2011"
"Warmińsko-Mazurskie",188,1.65,0.94,67,10.65,57,4.72,59,0.72,5,0.37,"2011_09B","8_do_15_września_2011"
"Wielkopolskie",2483,9.08,3.9,826,52.44,628,22.24,892,4.53,137,4.22,"2011_09B","8_do_15_września_2011"
"Zachodniopomorskie",149,1.1,0.07,62,8.94,34,2.58,45,0.46,8,0.48,"2011_09B","8_do_15_września_2011"
"Dolnośląskie",1135,5.63,1.23,304,30.18,411,22.7,394,2.7,26,0.96,"2011_09C","16_do_22_września_2011"
"Kujawsko-Pomorskie",184,1.27,0.76,44,5.66,34,2.31,87,0.84,19,1.04,"2011_09C","16_do_22_września_2011"
"Lubelskie",243,1.61,0.16,87,11.31,65,4.23,79,0.75,12,0.55,"2011_09C","16_do_22_września_2011"
"Lubuskie",1,0.01,0.01,0,0,0,0,1,0.02,0,0,"2011_09C","16_do_22_września_2011"
"Łódzkie",210,1.18,0.14,53,6.13,64,3.96,78,0.62,15,0.56,"2011_09C","16_do_22_września_2011"
"Małopolskie",2025,8.74,1.9,531,42.34,427,17.58,934,5.72,133,4.2,"2011_09C","16_do_22_września_2011"
"Mazowieckie",3520,9.59,3.13,918,45.35,735,20.73,1607,6.23,260,4.88,"2011_09C","16_do_22_września_2011"
"Opolskie",376,5.22,3.27,74,23.84,69,10.58,221,4.24,12,1.17,"2011_09C","16_do_22_września_2011"
"Podkarpackie",239,1.62,1.33,77,10.23,87,5.49,70,0.67,5,0.26,"2011_09C","16_do_22_września_2011"
"Podlaskie",190,2.28,0.95,70,17.23,29,3.5,76,1.3,15,1.22,"2011_09C","16_do_22_września_2011"
"Pomorskie",310,1.98,0.25,101,10.88,54,3.27,136,1.22,19,0.99,"2011_09C","16_do_22_września_2011"
"Śląskie",861,2.65,0.59,196,12.25,196,6.74,417,1.79,52,1.12,"2011_09C","16_do_22_września_2011"
"Świętokrzyskie",0,0,-0.01,0,0,0,0,0,0,0,0,"2011_09C","16_do_22_września_2011"
"Warmińsko-Mazurskie",140,1.4,-0.25,41,7.45,38,3.6,57,0.79,4,0.34,"2011_09C","16_do_22_września_2011"
"Wielkopolskie",3085,12.89,3.81,1042,75.61,660,26.71,1251,7.26,132,4.64,"2011_09C","16_do_22_września_2011"
"Zachodniopomorskie",332,2.8,1.7,116,19.11,64,5.56,138,1.6,14,0.96,"2011_09C","16_do_22_września_2011"
"Dolnośląskie",1519,6.6,0.96,393,34.13,522,25.22,539,3.23,65,2.1,"2011_09D","23_do_30_września_2011"
"Kujawsko-Pomorskie",317,1.91,0.64,73,8.22,66,3.92,152,1.28,26,1.25,"2011_09D","23_do_30_września_2011"
